Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"600029","CHINA SOUTHERN AIRLINES LTD A","Industrials","Equity","3,015,974.67","0.01","3,015,974.67","2,638,940.00","1.14","China","Shanghai Stock Exchange","CNY"
"F&N","FRASER & NEAVE HOLDINGS","Consumer Staples","Equity","3,005,670.80","0.01","3,005,670.80","340,100.00","8.84","Malaysia","Bursa Malaysia","MYR"
"600031","SANY HEAVY INDUSTRY LTD A","Industrials","Equity","3,000,564.38","0.01","3,000,564.38","939,178.00","3.19","China","Shanghai Stock Exchange","CNY"
"9911","NEWBORN TOWN INC","Communication","Equity","2,990,699.29","0.01","2,990,699.29","1,840,000.00","1.63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KAJARIACER","KAJARIA CERAMICS LTD","Industrials","Equity","2,982,684.37","0.01","2,982,684.37","270,258.00","11.04","India","National Stock Exchange Of India","INR"
"2352","QISDA CORP","Information Technology","Equity","2,980,621.26","0.01","2,980,621.26","3,912,220.00","0.76","Taiwan","Taiwan Stock Exchange","TWD"
"601009","BANK OF NANJING LTD A","Financials","Equity","2,980,791.07","0.01","2,980,791.07","1,919,390.00","1.55","China","Shanghai Stock Exchange","CNY"
"032350","LOTTE TOUR DEVELOPMENT LTD","Consumer Discretionary","Equity","2,977,258.58","0.01","2,977,258.58","202,864.00","14.68","Korea (South)","Korea Exchange (Stock Market)","KRW"
"052690","KEPCO ENGINEERING & CONSTRUCTION I","Industrials","Equity","2,978,209.65","0.01","2,978,209.65","44,586.00","66.80","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AEFES.E","ANADOLU EFES BIRACILIK VE MALT SAN","Consumer Staples","Equity","2,970,070.25","0.01","2,970,070.25","7,770,363.00","0.38","Turkey","Istanbul Stock Exchange","TRY"
"ORVR3","ORIZON VALORIZACAO DE RESIDUOS SA","Industrials","Equity","2,966,106.29","0.01","2,966,106.29","220,958.00","13.42","Brazil","XBSP","BRL"
"CPS","CYFROWY POLSAT SA","Communication","Equity","2,963,191.83","0.01","2,963,191.83","810,559.00","3.66","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"PAX","PATRIA INVESTMENTS LTD CLASS A","Financials","Equity","2,953,411.20","0.01","2,953,411.20","170,915.00","17.28","Brazil","NASDAQ","USD"
"MEGACPO","MEGACABLE HOLDINGS CPO","Communication","Equity","2,947,530.11","0.01","2,947,530.11","982,173.00","3.00","Mexico","Bolsa Mexicana De Valores","MXN"
"3339","LONKING HOLDINGS LTD","Industrials","Equity","2,944,908.23","0.01","2,944,908.23","7,429,079.00","0.40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BRAV3","BRAVA ENERGIA SA","Energy","Equity","2,945,839.21","0.01","2,945,839.21","946,815.00","3.11","Brazil","XBSP","BRL"
"9939","TAIWAN HON CHUAN ENTERPRISE LTD","Materials","Equity","2,937,647.04","0.01","2,937,647.04","774,376.00","3.79","Taiwan","Taiwan Stock Exchange","TWD"
"601881","CHINA GALAXY SECURITIES LTD A","Financials","Equity","2,936,234.53","0.01","2,936,234.53","1,273,400.00","2.31","China","Shanghai Stock Exchange","CNY"
"300124","SHENZHEN INOVANCE TECHNOLOGY LTD A","Industrials","Equity","2,929,941.27","0.01","2,929,941.27","260,950.00","11.23","China","Shenzhen Stock Exchange","CNY"
"600926","BANK OF HANGZHOU LTD A","Financials","Equity","2,930,643.13","0.01","2,930,643.13","1,323,658.00","2.21","China","Shanghai Stock Exchange","CNY"
"IGIL","INTERNATIONAL GEMMOLOGICAL INSTITU","Industrials","Equity","2,928,821.83","0.01","2,928,821.83","851,862.00","3.44","India","National Stock Exchange Of India","INR"
"LH.R","LAND AND HOUSE PUBLIC NON-VOTING D","Real Estate","Equity","2,923,897.80","0.01","2,923,897.80","23,807,800.00","0.12","Thailand","Stock Exchange Of Thailand","THB"
"POMO4","MARCOPOLO PREF SA","Industrials","Equity","2,924,624.53","0.01","2,924,624.53","2,636,421.00","1.11","Brazil","XBSP","BRL"
"ANGELONE","ANGEL ONE LTD","Financials","Equity","2,921,061.14","0.01","2,921,061.14","112,868.00","25.88","India","National Stock Exchange Of India","INR"
"BHW","BANK HANDLOWY W WARSZAWIE SA","Financials","Equity","2,917,907.23","0.01","2,917,907.23","93,913.00","31.07","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"3035","FARADAY TECHNOLOGY CORP","Information Technology","Equity","2,914,958.03","0.01","2,914,958.03","550,492.00","5.30","Taiwan","Taiwan Stock Exchange","TWD"
"605499","EASTROC BEVERAGE (GROUP) LTD A","Consumer Staples","Equity","2,915,494.17","0.01","2,915,494.17","73,320.00","39.76","China","Shanghai Stock Exchange","CNY"
"HYP","HYPROP INVS LTD","Real Estate","Equity","2,910,617.69","0.01","2,910,617.69","824,842.00","3.53","South Africa","Johannesburg Stock Exchange","ZAR"
"ENTEL","EMPRESA NACIONAL DE TELECOMUNICACI","Communication","Equity","2,899,123.92","0.01","2,899,123.92","539,961.00","5.37","Chile","Santiago Stock Exchange","CLP"
"017960","HANKUK CARBON LTD","Materials","Equity","2,893,002.78","0.01","2,893,002.78","109,855.00","26.33","Korea (South)","Korea Exchange (Stock Market)","KRW"
"010060","OCI HOLDINGS COMPANY LTD","Materials","Equity","2,889,712.58","0.01","2,889,712.58","41,432.00","69.75","Korea (South)","Korea Exchange (Stock Market)","KRW"
"030000","CHEIL WORLDWIDE INC","Communication","Equity","2,891,129.86","0.01","2,891,129.86","207,670.00","13.92","Korea (South)","Korea Exchange (Stock Market)","KRW"
"601229","BANK OF SHANGHAI LTD A","Financials","Equity","2,885,685.58","0.01","2,885,685.58","2,030,652.00","1.42","China","Shanghai Stock Exchange","CNY"
"PPLPHARMA","PIRAMAL PHARMA LTD","Health Care","Equity","2,883,630.26","0.01","2,883,630.26","1,542,767.00","1.87","India","National Stock Exchange Of India","INR"
"GUBRF.E","GUBRE FABRIKALARI A","Materials","Equity","2,877,830.52","0.01","2,877,830.52","331,298.00","8.69","Turkey","Istanbul Stock Exchange","TRY"
"005290","DONGJIN SEMICHEM LTD","Materials","Equity","2,879,766.28","0.01","2,879,766.28","104,456.00","27.57","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"LHC","LIFE HEALTH LTD","Health Care","Equity","2,876,547.08","0.01","2,876,547.08","4,082,961.00","0.70","South Africa","Johannesburg Stock Exchange","ZAR"
"WOCKPHARMA","WOCKHARDT LTD","Health Care","Equity","2,873,771.54","0.01","2,873,771.54","184,567.00","15.57","India","National Stock Exchange Of India","INR"
"TBOTEK","TBO TEK LTD","Consumer Discretionary","Equity","2,869,114.24","0.01","2,869,114.24","168,267.00","17.05","India","National Stock Exchange Of India","INR"
"2666","GENERTEC UNIVERSAL MEDICAL GROUP L","Health Care","Equity","2,869,836.18","0.01","2,869,836.18","3,614,000.00","0.79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IDR","IDR CASH","Cash and/or Derivatives","Cash","2,865,700.35","0.01","2,865,700.35","48,143,765,938.00","0.01","Indonesia","-","IDR"
"MWC","MANILA WATER INC","Utilities","Equity","2,864,829.13","0.01","2,864,829.13","4,150,500.00","0.69","Philippines","Philippine Stock Exchange Inc.","PHP"
"JSE","JOHANNESBURG STOCK EXCHANGE LTD","Financials","Equity","2,865,968.11","0.01","2,865,968.11","326,381.00","8.78","South Africa","Johannesburg Stock Exchange","ZAR"
"BCP.R","BANGCHAK CORPORATION ORS NON-VOTIN","Energy","Equity","2,857,163.54","0.01","2,857,163.54","3,150,900.00","0.91","Thailand","Stock Exchange Of Thailand","THB"
"GSPL","GUJARAT STATE PETRONET LTD","Utilities","Equity","2,853,293.64","0.01","2,853,293.64","826,827.00","3.45","India","National Stock Exchange Of India","INR"
"237690","ST PHARM LTD","Health Care","Equity","2,850,130.37","0.01","2,850,130.37","31,532.00","90.39","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"688072","PIOTECH INC A","Information Technology","Equity","2,836,359.23","0.01","2,836,359.23","55,008.00","51.56","China","Shanghai Stock Exchange","CNY"
"4005","NATIONAL MEDICAL CARE","Health Care","Equity","2,837,980.32","0.01","2,837,980.32","73,398.00","38.67","Saudi Arabia","Saudi Stock Exchange","SAR"
"2202","CHINA VANKE LTD H","Real Estate","Equity","2,833,429.21","0.01","2,833,429.21","6,346,800.00","0.45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600547","SHANDONG GOLD-MINING LTD A","Materials","Equity","2,834,690.92","0.01","2,834,690.92","451,740.00","6.28","China","Shanghai Stock Exchange","CNY"
"600104","SAIC MOTOR CORP LTD A","Consumer Discretionary","Equity","2,834,753.61","0.01","2,834,753.61","1,283,674.00","2.21","China","Shanghai Stock Exchange","CNY"
"6510","CHUNGHWA PRECISION TEST TECH LTD","Information Technology","Equity","2,832,055.64","0.01","2,832,055.64","41,000.00","69.07","Taiwan","Gretai Securities Market","TWD"
"STARHEALTH","STAR HEALTH AND ALLIED INSURANCE C","Financials","Equity","2,826,064.24","0.01","2,826,064.24","566,942.00","4.98","India","National Stock Exchange Of India","INR"
"2869","GREENTOWN SERVICE GROUP LTD","Real Estate","Equity","2,826,352.45","0.01","2,826,352.45","4,738,000.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TIGR","UP FINTECH HOLDING ADR CLASS A LTD","Financials","Equity","2,826,993.96","0.01","2,826,993.96","290,843.00","9.72","China","NASDAQ","USD"
"300604","HANGZHOU CHANG CHUAN TECHNOLOGY LT","Information Technology","Equity","2,821,638.59","0.01","2,821,638.59","159,200.00","17.72","China","Shenzhen Stock Exchange","CNY"
"688617","APT MEDICAL INC A","Health Care","Equity","2,817,112.55","0.01","2,817,112.55","73,950.00","38.09","China","Shanghai Stock Exchange","CNY"
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","2,813,691.17","0.01","2,813,691.17","1,155,577.00","2.43","China","Shenzhen Stock Exchange","CNY"
"817","CHINA JINMAO HOLDINGS GROUP LTD","Real Estate","Equity","2,809,641.95","0.01","2,809,641.95","16,592,000.00","0.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HBLENGINE","HBL ENGINEERING LTD","Industrials","Equity","2,811,003.91","0.01","2,811,003.91","288,590.00","9.74","India","National Stock Exchange Of India","INR"
"DEEPAKNTR","DEEPAK NITRITE LTD","Materials","Equity","2,811,400.38","0.01","2,811,400.38","158,888.00","17.69","India","National Stock Exchange Of India","INR"
"CPAXT.R","CP AXTRA NON-VOTING DR PCL","Consumer Staples","Equity","2,806,685.56","0.01","2,806,685.56","5,960,414.00","0.47","Thailand","Stock Exchange Of Thailand","THB"
"601727","SHANGHAI ELECTRIC GROUP LTD A","Industrials","Equity","2,801,342.19","0.01","2,801,342.19","2,100,600.00","1.33","China","Shanghai Stock Exchange","CNY"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","2,802,597.15","0.01","2,802,597.15","3,052,368.00","0.92","Mexico","Bolsa Mexicana De Valores","MXN"
"336260","DOOSAN FUEL CELL LTD","Industrials","Equity","2,798,882.69","0.01","2,798,882.69","131,228.00","21.33","Korea (South)","Korea Exchange (Stock Market)","KRW"
"4321","ARABIAN CENTRES COMPANY","Real Estate","Equity","2,800,049.07","0.01","2,800,049.07","552,656.00","5.07","Saudi Arabia","Saudi Stock Exchange","SAR"
"KFINTECH","KFIN TECHNOLOGIES LTD","Financials","Equity","2,800,812.66","0.01","2,800,812.66","237,949.00","11.77","India","National Stock Exchange Of India","INR"
"2838","UNION BANK OF TAIWAN","Financials","Equity","2,795,374.68","0.01","2,795,374.68","4,678,555.00","0.60","Taiwan","Taiwan Stock Exchange","TWD"
"ZAB","ZABKA GROUP SOCIETE ANONYME SA","Consumer Staples","Equity","2,796,860.59","0.01","2,796,860.59","431,652.00","6.48","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SAP","SAPPI LTD","Materials","Equity","2,783,473.54","0.01","2,783,473.54","1,746,566.00","1.59","South Africa","Johannesburg Stock Exchange","ZAR"
"3450","ELITE ADVANCED LASER CORP","Information Technology","Equity","2,783,497.98","0.01","2,783,497.98","338,000.00","8.24","Taiwan","Taiwan Stock Exchange","TWD"
"002202","GOLDWIND SCIENCE&TECHNOLOGY LTD A","Industrials","Equity","2,776,885.89","0.01","2,776,885.89","606,294.00","4.58","China","Shenzhen Stock Exchange","CNY"
"222800","SIMMTECH LTD","Information Technology","Equity","2,779,427.56","0.01","2,779,427.56","94,033.00","29.56","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"002353","YANTAI JEREH OILFIELD SERVICES GRO","Energy","Equity","2,773,928.08","0.01","2,773,928.08","253,199.00","10.96","China","Shenzhen Stock Exchange","CNY"
"MCEMENT","MALAYAN CEMENT","Materials","Equity","2,774,449.49","0.01","2,774,449.49","1,421,600.00","1.95","Malaysia","Bursa Malaysia","MYR"
"008770","HOTEL SHILLA LTDINARY SHARES KOREA","Consumer Discretionary","Equity","2,775,892.50","0.01","2,775,892.50","90,249.00","30.76","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AREIT","AREIT INC","Real Estate","Equity","2,766,638.73","0.01","2,766,638.73","3,755,720.00","0.74","Philippines","Philippine Stock Exchange Inc.","PHP"
"RLO","REUNERT LTD","Industrials","Equity","2,768,584.12","0.01","2,768,584.12","709,711.00","3.90","South Africa","Johannesburg Stock Exchange","ZAR"
"ACC","ACC LTD","Materials","Equity","2,764,033.02","0.01","2,764,033.02","146,324.00","18.89","India","National Stock Exchange Of India","INR"
"SYNGENE","SYNGENE INTERNATIONAL LTD","Health Care","Equity","2,746,665.38","0.01","2,746,665.38","395,044.00","6.95","India","National Stock Exchange Of India","INR"
"069960","HYUNDAI DEPARTMENT STORE LTD","Consumer Discretionary","Equity","2,746,728.53","0.01","2,746,728.53","43,629.00","62.96","Korea (South)","Korea Exchange (Stock Market)","KRW"
"300015","AIER EYE HOSPITAL GROUP LTD A","Health Care","Equity","2,741,248.69","0.01","2,741,248.69","1,673,950.00","1.64","China","Shenzhen Stock Exchange","CNY"
"CHAMBLFERT","CHAMBAL FERTILISERS AND CHEMICALS","Materials","Equity","2,741,351.77","0.01","2,741,351.77","548,605.00","5.00","India","National Stock Exchange Of India","INR"
"SPALI.R","SUPALAI NON-VOTING DR PCL","Real Estate","Equity","2,736,207.13","0.01","2,736,207.13","4,858,700.00","0.56","Thailand","Stock Exchange Of Thailand","THB"
"3020","YAMAMA SAUDI CEMENT","Materials","Equity","2,737,953.29","0.01","2,737,953.29","411,527.00","6.65","Saudi Arabia","Saudi Stock Exchange","SAR"
"010130","KOREA ZINC INC","Materials","Equity","2,734,095.94","0.01","2,734,095.94","3,491.00","783.18","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ZEEL","ZEE ENTERTAINMENT ENTERPRISES LTD","Communication","Equity","2,726,064.68","0.01","2,726,064.68","2,700,754.00","1.01","India","National Stock Exchange Of India","INR"
"LABB","GENOMMA LAB INTERNATIONAL","Health Care","Equity","2,726,452.65","0.01","2,726,452.65","2,777,535.00","0.98","Mexico","Bolsa Mexicana De Valores","MXN"
"IQ","IQIYI ADS REPRESENTING CLASS A IN","Communication","Equity","2,727,723.85","0.01","2,727,723.85","1,330,597.00","2.05","China","NASDAQ","USD"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","2,714,585.12","0.01","2,714,585.12","59,167.00","45.88","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1314","CHINA PETROCHEMICAL DEVELOPMENT CO","Materials","Equity","2,715,173.92","0.01","2,715,173.92","10,885,645.00","0.25","Taiwan","Taiwan Stock Exchange","TWD"
"2616","CSTONE PHARMACEUTICALS","Health Care","Equity","2,715,582.87","0.01","2,715,582.87","3,656,000.00","0.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1368","XTEP INTERNATIONAL LTD","Consumer Discretionary","Equity","2,710,810.64","0.01","2,710,810.64","3,972,000.00","0.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2855","PRESIDENT SECURITIES CORP","Financials","Equity","2,712,318.25","0.01","2,712,318.25","3,237,638.00","0.84","Taiwan","Taiwan Stock Exchange","TWD"
"9636","JF SMARTINVEST HOLDINGS LTD","Financials","Equity","2,713,543.12","0.01","2,713,543.12","356,400.00","7.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1776","GF SECURITIES LTD H","Financials","Equity","2,710,018.34","0.01","2,710,018.34","1,145,600.00","2.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EXCL","XLSMART TELECOM SEJAHTERA","Communication","Equity","2,703,908.21","0.01","2,703,908.21","10,663,300.00","0.25","Indonesia","Indonesia Stock Exchange","IDR"
"083650","BHI LTD","Industrials","Equity","2,707,096.25","0.01","2,707,096.25","72,964.00","37.10","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"000625","CHONGQING CHANGAN AUTOMOBILE LTD A","Consumer Discretionary","Equity","2,703,468.32","0.01","2,703,468.32","1,590,974.00","1.70","China","Shenzhen Stock Exchange","CNY"
"ELPE","HELLENIQ ENERGY HOLDINGS S A SA","Energy","Equity","2,697,928.42","0.01","2,697,928.42","275,414.00","9.80","Greece","Athens Exchange S.A. Cash Market","EUR"
"068760","CELLTRION PHARM INC","Health Care","Equity","2,695,644.62","0.01","2,695,644.62","61,609.00","43.75","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"EGCO.R","ELECTRICITY GENERATING NON-VOTING","Utilities","Equity","2,690,343.62","0.01","2,690,343.62","745,000.00","3.61","Thailand","Stock Exchange Of Thailand","THB"
"9606","DUALITY BIOTHERAPEUTICS INC","Health Care","Equity","2,690,677.48","0.01","2,690,677.48","58,100.00","46.31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TGA","THUNGELA RESOURCES LTD","Energy","Equity","2,687,235.58","0.01","2,687,235.58","420,743.00","6.39","South Africa","Johannesburg Stock Exchange","ZAR"
"4031","SAUDI GROUND SERVICES","Industrials","Equity","2,685,319.50","0.01","2,685,319.50","279,108.00","9.62","Saudi Arabia","Saudi Stock Exchange","SAR"
"IGTI11","IGUATEMI UNIT SA","Real Estate","Equity","2,681,383.15","0.01","2,681,383.15","540,786.00","4.96","Brazil","XBSP","BRL"
"103140","POONGSANORATION CORP","Materials","Equity","2,678,679.35","0.01","2,678,679.35","32,307.00","82.91","Korea (South)","Korea Exchange (Stock Market)","KRW"
"600584","JCET GROUP LTD A","Information Technology","Equity","2,679,137.32","0.01","2,679,137.32","453,700.00","5.91","China","Shanghai Stock Exchange","CNY"
"002241","GOERTEK INC A","Information Technology","Equity","2,673,409.37","0.01","2,673,409.37","623,109.00","4.29","China","Shenzhen Stock Exchange","CNY"
"AXREIT","AXIS REITS UNITS TRUST","Real Estate","Equity","2,671,068.37","0.01","2,671,068.37","5,359,900.00","0.50","Malaysia","Bursa Malaysia","MYR"
"1052","YUEXIU TRANSPORT INFRASTRUCTURE LT","Industrials","Equity","2,672,201.77","0.01","2,672,201.77","4,568,000.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MTARTECH","MTAR TECHNOLOGIES LTD","Industrials","Equity","2,658,735.56","0.01","2,658,735.56","89,127.00","29.83","India","National Stock Exchange Of India","INR"
"041510","SM ENTERTAINMENT LTD","Communication","Equity","2,656,505.85","0.01","2,656,505.85","33,860.00","78.46","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"6789","VISERA TECHNOLOGIES LTD","Information Technology","Equity","2,653,315.42","0.01","2,653,315.42","303,000.00","8.76","Taiwan","Taiwan Stock Exchange","TWD"
"NMDCENR","NMDC ENERGY PJSC","Energy","Equity","2,654,065.12","0.01","2,654,065.12","4,113,241.00","0.65","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"CGCL","CAPRI GLOBAL CAPITAL LTD","Financials","Equity","2,651,470.27","0.01","2,651,470.27","1,299,575.00","2.04","India","National Stock Exchange Of India","INR"
"SKFINDUS","SKF INDIA LTD","Consumer Discretionary","Equity","2,646,993.01","0.01","2,646,993.01","93,138.00","28.42","India","Bse Ltd","INR"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","Information Technology","Equity","2,643,179.68","0.01","2,643,179.68","263,323.00","10.04","China","Shenzhen Stock Exchange","CNY"
"6187","ALL RING TECH LTD","Information Technology","Equity","2,643,483.76","0.01","2,643,483.76","226,000.00","11.70","Taiwan","Gretai Securities Market","TWD"
"TATAINVEST","TATA INVESTMENT CORPORATION LTD","Financials","Equity","2,637,822.68","0.01","2,637,822.68","355,887.00","7.41","India","National Stock Exchange Of India","INR"
"3320","CHINA RESOURCES PHARMACEUTICAL GRO","Health Care","Equity","2,638,814.13","0.01","2,638,814.13","4,462,000.00","0.59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600015","HUA XIA BANK LTD A","Financials","Equity","2,637,573.51","0.01","2,637,573.51","2,716,915.00","0.97","China","Shanghai Stock Exchange","CNY"
"002001","ZHEJIANG NHU LTD A","Materials","Equity","2,633,610.30","0.01","2,633,610.30","718,821.00","3.66","China","Shenzhen Stock Exchange","CNY"
"SAGILITY","SAGILITY LTD","Industrials","Equity","2,629,363.51","0.01","2,629,363.51","4,728,292.00","0.56","India","National Stock Exchange Of India","INR"
"EMPOWER","EMIRATES CENTRAL COOLING SYSTEMS C","Utilities","Equity","2,624,038.77","0.01","2,624,038.77","6,023,809.00","0.44","United Arab Emirates","Dubai Financial Market","AED"
"000538","YUNNAN BAIYAO GROUP LTD A","Health Care","Equity","2,627,079.33","0.01","2,627,079.33","319,615.00","8.22","China","Shenzhen Stock Exchange","CNY"
"036930","JUSUNG ENGINEERING LTD","Information Technology","Equity","2,620,530.81","0.01","2,620,530.81","114,405.00","22.91","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"051600","KEPCO PLANT SERVICE & ENGINEERING","Industrials","Equity","2,622,530.84","0.01","2,622,530.84","76,711.00","34.19","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BOX","BOXER RETAIL LTD","Consumer Staples","Equity","2,618,223.16","0.01","2,618,223.16","602,334.00","4.35","South Africa","Johannesburg Stock Exchange","ZAR"
"084370","EUGENE TECHNOLOGY LTD","Information Technology","Equity","2,610,244.56","0.01","2,610,244.56","46,247.00","56.44","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"VAPORES","COMPANIA SUDAMERICANA DE VAPORES S","Industrials","Equity","2,607,204.49","0.01","2,607,204.49","44,909,223.00","0.06","Chile","Santiago Stock Exchange","CLP"
"002736","GUOSEN SECURITIES LTD A","Financials","Equity","2,603,588.95","0.01","2,603,588.95","1,349,927.00","1.93","China","Shenzhen Stock Exchange","CNY"
"NUVAMA","NUVAMA WEALTH MANAGEMENT LTD","Financials","Equity","2,603,843.01","0.01","2,603,843.01","164,801.00","15.80","India","National Stock Exchange Of India","INR"
"533581","PG ELECTROPLAST LTD","Information Technology","Equity","2,596,621.71","0.01","2,596,621.71","393,024.00","6.61","India","Bse Ltd","INR"
"600418","ANHUI JIANGHUAI AUTOMOBILE CORP LT","Consumer Discretionary","Equity","2,596,911.51","0.01","2,596,911.51","358,400.00","7.25","China","Shanghai Stock Exchange","CNY"
"002600","LINGYI ITECH (GUANGDONG) A","Information Technology","Equity","2,591,660.66","0.01","2,591,660.66","1,084,834.00","2.39","China","Shenzhen Stock Exchange","CNY"
"600489","ZHONGJIN GOLD CORP LTD A","Materials","Equity","2,586,072.13","0.01","2,586,072.13","723,400.00","3.57","China","Shanghai Stock Exchange","CNY"
"600886","SDIC POWER HOLDINGS LTD A","Utilities","Equity","2,586,134.94","0.01","2,586,134.94","1,356,000.00","1.91","China","Shanghai Stock Exchange","CNY"
"2330","ADVANCED PETROCHEMICAL","Materials","Equity","2,586,644.46","0.01","2,586,644.46","354,021.00","7.31","Saudi Arabia","Saudi Stock Exchange","SAR"
"600958","ORIENT SECURITIES LTD A","Financials","Equity","2,579,925.21","0.01","2,579,925.21","1,649,083.00","1.56","China","Shanghai Stock Exchange","CNY"
"CEMARGOS","CEMENTOS ARGOS SA","Materials","Equity","2,580,123.23","0.01","2,580,123.23","851,109.00","3.03","Colombia","Bolsa De Valores De Colombia","COP"
"2312","KINPO ELECTRONICS INC","Information Technology","Equity","2,575,338.65","0.01","2,575,338.65","3,573,000.00","0.72","Taiwan","Taiwan Stock Exchange","TWD"
"855","CHINA WATER AFFAIRS GROUP LTD","Utilities","Equity","2,572,356.99","0.01","2,572,356.99","3,626,000.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"357780","SOULBRAIN LTD","Materials","Equity","2,570,096.70","0.01","2,570,096.70","13,219.00","194.42","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"ARE&M","AMARA RAJA ENERGY & MOBILITY LTD","Industrials","Equity","2,570,200.06","0.01","2,570,200.06","258,410.00","9.95","India","National Stock Exchange Of India","INR"
"375500","DL E&C LTD","Industrials","Equity","2,566,738.20","0.01","2,566,738.20","91,063.00","28.19","Korea (South)","Korea Exchange (Stock Market)","KRW"
"600795","GD POWER DEVELOPMENT LTD A","Utilities","Equity","2,561,292.57","0.01","2,561,292.57","3,615,700.00","0.71","China","Shanghai Stock Exchange","CNY"
"2696","SHANGHAI HENLIUS BIOTECH INC H","Health Care","Equity","2,561,352.64","0.01","2,561,352.64","298,000.00","8.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BAATABAK","PHILIP MORRIS","Consumer Staples","Equity","2,560,054.66","0.01","2,560,054.66","2,825.00","906.21","Czech Republic","Prague Stock Exchange","CZK"
"403870","HPSP LTD","Information Technology","Equity","2,555,679.11","0.01","2,555,679.11","112,585.00","22.70","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"123","YUEXIU PROPERTY COMPANY LTD","Real Estate","Equity","2,544,332.09","0.01","2,544,332.09","4,733,490.00","0.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CML","CORONATION FUND MANAGERS LTD","Financials","Equity","2,546,210.01","0.01","2,546,210.01","869,779.00","2.93","South Africa","Johannesburg Stock Exchange","ZAR"
"2374","ABILITY ENTERPRISE LTD","Consumer Discretionary","Equity","2,540,425.20","0.01","2,540,425.20","1,025,000.00","2.48","Taiwan","Taiwan Stock Exchange","TWD"
"VITROX","VITROX CORPORATION","Information Technology","Equity","2,541,131.46","0.01","2,541,131.46","2,207,100.00","1.15","Malaysia","Bursa Malaysia","MYR"
"TOPGLOV","TOP GLOVE CORPORATION","Health Care","Equity","2,541,733.15","0.01","2,541,733.15","15,687,500.00","0.16","Malaysia","Bursa Malaysia","MYR"
"8230","AL RAJHI COMPANY FOR COOPERATIVE I","Financials","Equity","2,542,281.39","0.01","2,542,281.39","126,527.00","20.09","Saudi Arabia","Saudi Stock Exchange","SAR"
"002414","WUHAN GUIDE INFRARED LTD A","Information Technology","Equity","2,538,216.39","0.01","2,538,216.39","1,090,612.00","2.33","China","Shenzhen Stock Exchange","CNY"
"1907","YFY INC","Materials","Equity","2,538,597.96","0.01","2,538,597.96","3,174,000.00","0.80","Taiwan","Taiwan Stock Exchange","TWD"
"000630","TONGLING NONFERROUS METALS GROUP L","Materials","Equity","2,533,493.47","0.01","2,533,493.47","2,989,458.00","0.85","China","Shenzhen Stock Exchange","CNY"
"2080","NATURAL GAS AND INDUSTRIALIZATION","Utilities","Equity","2,527,421.20","0.01","2,527,421.20","106,197.00","23.80","Saudi Arabia","Saudi Stock Exchange","SAR"
"PAVREIT","PAVILION REAL ESTATE INVESTMENT TR","Real Estate","Equity","2,528,344.67","0.01","2,528,344.67","5,507,600.00","0.46","Malaysia","Bursa Malaysia","MYR"
