Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"9910","FENG TAY ENTERPRISES LTD","Consumer Discretionary","Equity","5,785,800.27","0.02","5,785,800.27","1,710,461.00","3.38","Taiwan","Taiwan Stock Exchange","TWD"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Financials","Equity","5,786,132.01","0.02","5,786,132.01","2,256,014.00","2.56","Mexico","Bolsa Mexicana De Valores","MXN"
"PCHEM","PETRONAS CHEMICALS GROUP","Materials","Equity","5,780,481.65","0.02","5,780,481.65","7,178,900.00","0.81","Malaysia","Bursa Malaysia","MYR"
"8046","NAN YA PRINTED CIRCUIT BOARD CORP","Information Technology","Equity","5,755,425.59","0.02","5,755,425.59","757,000.00","7.60","Taiwan","Taiwan Stock Exchange","TWD"
"1477","MAKALOT INDUSTRIAL LTD","Consumer Discretionary","Equity","5,752,930.37","0.02","5,752,930.37","573,164.00","10.04","Taiwan","Taiwan Stock Exchange","TWD"
"CONCOR","CONTAINER CORPORATION OF INDIA LTD","Industrials","Equity","5,707,620.79","0.02","5,707,620.79","1,003,075.00","5.69","India","National Stock Exchange Of India","INR"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","5,702,515.68","0.02","5,702,515.68","3,692,000.00","1.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601211","GUOTAI HAITONG SECURITIES LTD A","Financials","Equity","5,688,850.13","0.02","5,688,850.13","1,882,869.00","3.02","China","Shanghai Stock Exchange","CNY"
"2615","WAN HAI LINES LTD","Industrials","Equity","5,678,526.71","0.02","5,678,526.71","2,268,005.00","2.50","Taiwan","Taiwan Stock Exchange","TWD"
"OPL","ORANGE POLSKA SA","Communication","Equity","5,674,478.80","0.02","5,674,478.80","1,966,283.00","2.89","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2027","TA CHEN STAINLESS PIPE LTD","Materials","Equity","5,670,678.96","0.02","5,670,678.96","5,031,634.00","1.13","Taiwan","Taiwan Stock Exchange","TWD"
"MOH","MOTOR OIL (HELLAS) CORINTH REFINER","Energy","Equity","5,627,177.47","0.02","5,627,177.47","165,659.00","33.97","Greece","Athens Exchange S.A. Cash Market","EUR"
"KALYANKJIL","KALYAN JEWELLERS INDIA LTD","Consumer Discretionary","Equity","5,627,880.23","0.02","5,627,880.23","1,001,061.00","5.62","India","National Stock Exchange Of India","INR"
"002653","HAISCO PHARMACEUTICAL GROUP LTD A","Health Care","Equity","5,604,933.09","0.02","5,604,933.09","695,743.00","8.06","China","Shenzhen Stock Exchange","CNY"
"600183","SHENGYI TECHNOLOGY LTD A","Information Technology","Equity","5,601,072.88","0.02","5,601,072.88","553,100.00","10.13","China","Shanghai Stock Exchange","CNY"
"600028","CHINA PETROLEUM & CHEMICAL CORP A","Energy","Equity","5,585,704.41","0.02","5,585,704.41","6,323,498.00","0.88","China","Shanghai Stock Exchange","CNY"
"009830","HANWHA SOLUTIONS CORP","Materials","Equity","5,578,918.63","0.02","5,578,918.63","311,682.00","17.90","Korea (South)","Korea Exchange (Stock Market)","KRW"
"9904","POU CHEN CORP","Consumer Discretionary","Equity","5,569,825.34","0.02","5,569,825.34","5,638,000.00","0.99","Taiwan","Taiwan Stock Exchange","TWD"
"APOLLOTYRE","APOLLO TYRES LTD","Consumer Discretionary","Equity","5,570,066.29","0.02","5,570,066.29","995,688.00","5.59","India","National Stock Exchange Of India","INR"
"RVNL","RAIL VIKAS NIGAM LTD","Industrials","Equity","5,559,421.25","0.02","5,559,421.25","1,508,926.00","3.68","India","National Stock Exchange Of India","INR"
"TEL","PLDT INC","Communication","Equity","5,560,020.25","0.02","5,560,020.25","253,430.00","21.94","Philippines","Philippine Stock Exchange Inc.","PHP"
"LICHSGFIN","LIC HOUSING FINANCE LTD","Financials","Equity","5,555,447.12","0.02","5,555,447.12","948,867.00","5.85","India","National Stock Exchange Of India","INR"
"OBEROIRLTY","OBEROI REALTY LTD","Real Estate","Equity","5,546,274.25","0.02","5,546,274.25","296,449.00","18.71","India","National Stock Exchange Of India","INR"
"4250","JABAL OMAR DEVELOPMENT","Consumer Discretionary","Equity","5,543,546.31","0.02","5,543,546.31","1,433,714.00","3.87","Saudi Arabia","Saudi Stock Exchange","SAR"
"ADRO","ALAMTRI RESOURCES INDONESIA","Energy","Equity","5,538,950.00","0.02","5,538,950.00","44,311,600.00","0.13","Indonesia","Indonesia Stock Exchange","IDR"
"601988","BANK OF CHINA LTD A","Financials","Equity","5,541,210.54","0.02","5,541,210.54","7,038,700.00","0.79","China","Shanghai Stock Exchange","CNY"
"066970","L&F LTD","Industrials","Equity","5,532,536.78","0.02","5,532,536.78","74,905.00","73.86","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PPB","PPB GROUP","Consumer Staples","Equity","5,529,650.37","0.02","5,529,650.37","2,051,460.00","2.70","Malaysia","Bursa Malaysia","MYR"
"1882","HAITIAN INTERNATIONAL LTD","Industrials","Equity","5,520,411.54","0.02","5,520,411.54","1,796,000.00","3.07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IFS","INTERCORP FINANCIAL SERVICES INC","Financials","Equity","5,512,814.58","0.02","5,512,814.58","123,578.00","44.61","Peru","New York Stock Exchange Inc.","USD"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Utilities","Equity","5,503,576.61","0.02","5,503,576.61","1,331,500.00","4.13","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BIOCON","BIOCON LTD","Health Care","Equity","5,489,294.28","0.02","5,489,294.28","1,303,852.00","4.21","India","National Stock Exchange Of India","INR"
"000001","PING AN BANK LTD A","Financials","Equity","5,470,889.76","0.02","5,470,889.76","3,329,151.00","1.64","China","Shenzhen Stock Exchange","CNY"
"IRCTC","INDIAN RAILWAY CATERING AND TOURIS","Industrials","Equity","5,471,166.42","0.02","5,471,166.42","773,634.00","7.07","India","National Stock Exchange Of India","INR"
"6121","SIMPLO TECHNOLOGY LTD","Information Technology","Equity","5,467,067.10","0.02","5,467,067.10","473,800.00","11.54","Taiwan","Gretai Securities Market","TWD"
"1020","BANK ALJAZIRA","Financials","Equity","5,467,697.57","0.02","5,467,697.57","1,843,922.00","2.97","Saudi Arabia","Saudi Stock Exchange","SAR"
"HINDCOPPER","HINDUSTAN COPPER LTD","Materials","Equity","5,448,221.27","0.02","5,448,221.27","943,239.00","5.78","India","National Stock Exchange Of India","INR"
"NIND","NATIONAL INDUSTRIES GROUP HOLDING","Industrials","Equity","5,442,845.18","0.02","5,442,845.18","5,712,201.00","0.95","Kuwait","Kuwait Stock Exchange","KWD"
"CAMS","COMPUTER AGE MANAGEMENT SERVICES L","Industrials","Equity","5,431,466.56","0.02","5,431,466.56","673,351.00","8.07","India","National Stock Exchange Of India","INR"
"586","CHINA CONCH VENTURE HOLDINGS LTD","Industrials","Equity","5,422,344.81","0.02","5,422,344.81","4,366,500.00","1.24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1303","ELECTRICAL INDUSTRIES","Industrials","Equity","5,422,629.43","0.02","5,422,629.43","1,838,644.00","2.95","Saudi Arabia","Saudi Stock Exchange","SAR"
"078930","GS HOLDINGS","Industrials","Equity","5,413,748.65","0.02","5,413,748.65","138,008.00","39.23","Korea (South)","Korea Exchange (Stock Market)","KRW"
"REDINGTON","REDINGTON LTD","Information Technology","Equity","5,396,863.42","0.02","5,396,863.42","1,780,491.00","3.03","India","National Stock Exchange Of India","INR"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","5,395,081.53","0.02","5,395,081.53","10,620,000.00","0.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CROMPTON","CROMPTON GREAVES CONSUMER ELECTRIC","Consumer Discretionary","Equity","5,364,628.23","0.02","5,364,628.23","1,916,789.00","2.80","India","National Stock Exchange Of India","INR"
"600406","NARI TECHNOLOGY LTD A","Industrials","Equity","5,362,441.10","0.02","5,362,441.10","1,579,214.00","3.40","China","Shanghai Stock Exchange","CNY"
"MTELEKOM","MAGYAR TELEKOM","Communication","Equity","5,356,580.07","0.02","5,356,580.07","953,225.00","5.62","Hungary","Budapest Stock Exchange","HUF"
"JOYY","JOYY ADR INC","Communication","Equity","5,352,769.60","0.02","5,352,769.60","80,614.00","66.40","China","NASDAQ","USD"
"RES","RESILIENT PROP LTD","Real Estate","Equity","5,341,651.14","0.02","5,341,651.14","1,085,806.00","4.92","South Africa","Johannesburg Stock Exchange","ZAR"
"TFG","THE FOSCHINI GROUP LTD","Consumer Discretionary","Equity","5,324,139.28","0.02","5,324,139.28","1,030,832.00","5.16","South Africa","Johannesburg Stock Exchange","ZAR"
"6855","ASCENTAGE PHARMA GROUP INTERNATION","Health Care","Equity","5,321,516.72","0.02","5,321,516.72","754,900.00","7.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INDF","INDOFOOD SUKSES MAKMUR","Consumer Staples","Equity","5,310,171.43","0.02","5,310,171.43","13,516,800.00","0.39","Indonesia","Indonesia Stock Exchange","IDR"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Health Care","Equity","5,306,160.02","0.02","5,306,160.02","7,716,800.00","0.69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"772","CHINA LITERATURE LTD","Communication","Equity","5,302,689.64","0.02","5,302,689.64","1,170,300.00","4.53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2542","HIGHWEALTH CONSTRUCTION CORP","Real Estate","Equity","5,298,019.94","0.02","5,298,019.94","4,200,241.00","1.26","Taiwan","Taiwan Stock Exchange","TWD"
"1229","LIEN HWA INDUSTRIAL HOLDINGS CORP","Consumer Staples","Equity","5,299,698.13","0.02","5,299,698.13","3,582,109.00","1.48","Taiwan","Taiwan Stock Exchange","TWD"
"EXIDEIND","EXIDE INDUSTRIES LTD","Consumer Discretionary","Equity","5,297,336.35","0.02","5,297,336.35","1,378,653.00","3.84","India","National Stock Exchange Of India","INR"
"8464","NIEN MADE ENTERPRISE LTD","Consumer Discretionary","Equity","5,291,646.25","0.02","5,291,646.25","444,000.00","11.92","Taiwan","Taiwan Stock Exchange","TWD"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Information Technology","Equity","5,289,390.20","0.02","5,289,390.20","62,773.00","84.26","India","National Stock Exchange Of India","INR"
"GRUMAB","GRUMA","Consumer Staples","Equity","5,283,298.13","0.02","5,283,298.13","305,855.00","17.27","Mexico","Bolsa Mexicana De Valores","MXN"
"DUBK","DUKHAN BANK","Financials","Equity","5,265,042.33","0.02","5,265,042.33","5,425,989.00","0.97","Qatar","Qatar Exchange","QAR"
"601857","PETROCHINA LTD A","Energy","Equity","5,255,960.92","0.02","5,255,960.92","3,713,600.00","1.42","China","Shanghai Stock Exchange","CNY"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","5,250,966.42","0.02","5,250,966.42","510,298.00","10.29","Brazil","New York Stock Exchange Inc.","USD"
"MANAPPURAM","MANAPPURAM FINANCE LTD","Financials","Equity","5,241,550.27","0.02","5,241,550.27","1,653,330.00","3.17","India","National Stock Exchange Of India","INR"
"004020","HYUNDAI STEEL","Materials","Equity","5,225,341.15","0.02","5,225,341.15","260,936.00","20.03","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AXIATA","AXIATA GROUP","Communication","Equity","5,226,542.91","0.02","5,226,542.91","8,252,063.00","0.63","Malaysia","Bursa Malaysia","MYR"
"2610","CHINA AIRLINES LTD","Industrials","Equity","5,209,392.24","0.01","5,209,392.24","8,058,000.00","0.65","Taiwan","Taiwan Stock Exchange","TWD"
"9688","ZAI LAB LTD","Health Care","Equity","5,207,375.81","0.01","5,207,375.81","2,797,520.00","1.86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","5,187,799.20","0.01","5,187,799.20","219,822.00","23.60","China","NASDAQ","USD"
"Q*","QUALITAS CONTROLADORA","Financials","Equity","5,179,673.36","0.01","5,179,673.36","519,659.00","9.97","Mexico","Bolsa Mexicana De Valores","MXN"
"140410","MEZZION PHARMA LTD","Health Care","Equity","5,176,444.19","0.01","5,176,444.19","81,249.00","63.71","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"2883","CHINA OILFIELD SERVICES LTD H","Energy","Equity","5,157,285.99","0.01","5,157,285.99","5,418,000.00","0.95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1111","SAUDI TADAWUL GROUP CO","Financials","Equity","5,157,482.07","0.01","5,157,482.07","134,781.00","38.27","Saudi Arabia","Saudi Stock Exchange","SAR"
"4002","AL MOUWASAT MEDICAL SERVICES","Health Care","Equity","5,107,979.99","0.01","5,107,979.99","290,895.00","17.56","Saudi Arabia","Saudi Stock Exchange","SAR"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","Utilities","Equity","5,103,389.24","0.01","5,103,389.24","616,720.00","8.28","Brazil","XBSP","BRL"
"047050","POSCO INTERNATIONAL CORP","Industrials","Equity","5,104,824.74","0.01","5,104,824.74","152,846.00","33.40","Korea (South)","Korea Exchange (Stock Market)","KRW"
"QL","QL RESOURCES","Consumer Staples","Equity","5,099,855.95","0.01","5,099,855.95","5,525,070.00","0.92","Malaysia","Bursa Malaysia","MYR"
"EXX","EXXARO RESOURCES LTD","Energy","Equity","5,098,867.60","0.01","5,098,867.60","444,195.00","11.48","South Africa","Johannesburg Stock Exchange","ZAR"
"9995","REMEGEN LTD H","Health Care","Equity","5,063,315.42","0.01","5,063,315.42","417,000.00","12.14","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6805","FOSITEK CORP","Information Technology","Equity","5,048,763.14","0.01","5,048,763.14","117,000.00","43.15","Taiwan","Taiwan Stock Exchange","TWD"
"001040","CJ CORP","Industrials","Equity","5,048,790.87","0.01","5,048,790.87","41,082.00","122.90","Korea (South)","Korea Exchange (Stock Market)","KRW"
"000990","DB HITEK LTD","Information Technology","Equity","5,045,105.37","0.01","5,045,105.37","102,316.00","49.31","Korea (South)","Korea Exchange (Stock Market)","KRW"
"601127","SERES GROUP LTD A","Consumer Discretionary","Equity","5,043,419.14","0.01","5,043,419.14","282,000.00","17.88","China","Shanghai Stock Exchange","CNY"
"CMPC","EMPRESAS CMPC SA","Materials","Equity","5,043,617.59","0.01","5,043,617.59","3,186,497.00","1.58","Chile","Santiago Stock Exchange","CLP"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","5,040,499.66","0.01","5,040,499.66","8,818,115.00","0.57","Turkey","Istanbul Stock Exchange","TRY"
"546","FUFENG GROUP LTD","Materials","Equity","5,018,783.59","0.01","5,018,783.59","4,608,000.00","1.09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"177","JIANGSU EXPRESSWAY LTD H","Industrials","Equity","5,013,744.53","0.01","5,013,744.53","4,276,000.00","1.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INKP","INDAH KIAT PULP & PAPER","Materials","Equity","5,014,732.18","0.01","5,014,732.18","8,707,752.00","0.58","Indonesia","Indonesia Stock Exchange","IDR"
"GOAU4","METALURGICA GERDAU PREF SA","Materials","Equity","4,987,494.43","0.01","4,987,494.43","2,906,016.00","1.72","Brazil","XBSP","BRL"
"601225","SHAANXI COAL INDUSTRY LTD A","Energy","Equity","4,983,719.41","0.01","4,983,719.41","1,538,500.00","3.24","China","Shanghai Stock Exchange","CNY"
"JFC","JOLLIBEE FOODS CORP","Consumer Discretionary","Equity","4,972,611.59","0.01","4,972,611.59","1,430,350.00","3.48","Philippines","Philippine Stock Exchange Inc.","PHP"
"RA","REGIONAL SAB DE CV","Financials","Equity","4,968,285.77","0.01","4,968,285.77","638,965.00","7.78","Mexico","Bolsa Mexicana De Valores","MXN"
"017800","HYUNDAI ELEVATOR LTD","Industrials","Equity","4,961,794.33","0.01","4,961,794.33","83,353.00","59.53","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3330","LINGBAO GOLD GROUP LTD H","Materials","Equity","4,943,105.28","0.01","4,943,105.28","1,976,000.00","2.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"005940","NH INVESTMENT & SECURITIES LTD","Financials","Equity","4,937,781.61","0.01","4,937,781.61","345,325.00","14.30","Korea (South)","Korea Exchange (Stock Market)","KRW"
"KIMS","KRISHNA INSTITUTE OF MEDICAL SCIEN","Health Care","Equity","4,938,083.22","0.01","4,938,083.22","717,959.00","6.88","India","National Stock Exchange Of India","INR"
"6098","COUNTRY GARDEN SERVICES HOLDINGS L","Real Estate","Equity","4,933,704.51","0.01","4,933,704.51","6,124,000.00","0.81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SNT","SANTAM LTD","Financials","Equity","4,925,402.75","0.01","4,925,402.75","192,606.00","25.57","South Africa","Johannesburg Stock Exchange","ZAR"
"ALSEA*","ALSEA DE CV","Consumer Discretionary","Equity","4,916,845.94","0.01","4,916,845.94","1,629,924.00","3.02","Mexico","Bolsa Mexicana De Valores","MXN"
"3311","CHINA STATE CONSTRUCTION INTERNATI","Industrials","Equity","4,904,952.47","0.01","4,904,952.47","4,257,750.00","1.15","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AIIL","AUTHUM INVESTMENT AND INFRASTRUCTU","Financials","Equity","4,906,023.36","0.01","4,906,023.36","145,138.00","33.80","India","National Stock Exchange Of India","INR"
"354","CHINASOFT INTERNATIONAL LTD","Information Technology","Equity","4,892,473.48","0.01","4,892,473.48","7,306,000.00","0.67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DIALOG","DIALOG GROUP","Energy","Equity","4,888,285.62","0.01","4,888,285.62","11,510,076.00","0.42","Malaysia","Bursa Malaysia","MYR"
"TIMECOM","TIME DOTCOM","Communication","Equity","4,889,534.80","0.01","4,889,534.80","3,556,700.00","1.37","Malaysia","Bursa Malaysia","MYR"
"FROTO.E","FORD OTOMOTIV SANAYI A","Consumer Discretionary","Equity","4,875,958.09","0.01","4,875,958.09","2,136,680.00","2.28","Turkey","Istanbul Stock Exchange","TRY"
"4200","ALDREES PETROLEUM AND TRANSPORT SE","Consumer Discretionary","Equity","4,876,440.52","0.01","4,876,440.52","148,194.00","32.91","Saudi Arabia","Saudi Stock Exchange","SAR"
"ITAUCL","BANCO ITAU CHILE","Financials","Equity","4,873,298.06","0.01","4,873,298.06","202,634.00","24.05","Chile","Santiago Stock Exchange","CLP"
"002558","GIANT NETWORK GROUP LTD A","Communication","Equity","4,868,142.21","0.01","4,868,142.21","725,400.00","6.71","China","Shenzhen Stock Exchange","CNY"
"DSTKF.E","DESTEK FINANS FAKTORING","Financials","Equity","4,869,269.50","0.01","4,869,269.50","314,708.00","15.47","Turkey","Istanbul Stock Exchange","TRY"
"3380","ALPHA NETWORKS INC","Information Technology","Equity","4,858,686.48","0.01","4,858,686.48","4,856,000.00","1.00","Taiwan","Taiwan Stock Exchange","TWD"
"601816","BEIJING-SHANGHAI HIGH SPEED RAILWA","Industrials","Equity","4,853,937.59","0.01","4,853,937.59","6,624,200.00","0.73","China","Shanghai Stock Exchange","CNY"
"NH","NARAYANA HRUDAYALAYA LTD","Health Care","Equity","4,855,199.96","0.01","4,855,199.96","230,757.00","21.04","India","National Stock Exchange Of India","INR"
"165","CHINA EVERBRIGHT LTD","Financials","Equity","4,849,903.14","0.01","4,849,903.14","3,758,000.00","1.29","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601456","GUOLIAN MINSHENG SECURITIES LTD A","Financials","Equity","4,848,665.75","0.01","4,848,665.75","3,401,700.00","1.43","China","Shanghai Stock Exchange","CNY"
"4966","PARADE TECHNOLOGIES LTD","Information Technology","Equity","4,842,677.63","0.01","4,842,677.63","242,000.00","20.01","Taiwan","Gretai Securities Market","TWD"
"175330","JB FINANCIAL GROUP LTD","Financials","Equity","4,843,243.66","0.01","4,843,243.66","287,665.00","16.84","Korea (South)","Korea Exchange (Stock Market)","KRW"
"051900","LG H & H LTD","Consumer Staples","Equity","4,840,571.96","0.01","4,840,571.96","26,940.00","179.68","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2105","CHENG SHIN RUBBER INDUSTRY LTD","Consumer Discretionary","Equity","4,833,340.71","0.01","4,833,340.71","5,071,000.00","0.95","Taiwan","Taiwan Stock Exchange","TWD"
"226950","OLIX PHARMACEUTICALS INC","Health Care","Equity","4,828,740.87","0.01","4,828,740.87","45,573.00","105.96","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"APARINDS","APAR INDUSTRIES LTD","Industrials","Equity","4,817,538.96","0.01","4,817,538.96","53,050.00","90.81","India","National Stock Exchange Of India","INR"
"TAVHL.E","TAV HAVALIMANLARI HOLDING A","Industrials","Equity","4,811,685.54","0.01","4,811,685.54","638,227.00","7.54","Turkey","Istanbul Stock Exchange","TRY"
"COGN3","COGNA EDUCACAO SA","Consumer Discretionary","Equity","4,812,744.36","0.01","4,812,744.36","7,002,870.00","0.69","Brazil","XBSP","BRL"
"111770","YOUNGONE CORP","Consumer Discretionary","Equity","4,809,231.15","0.01","4,809,231.15","82,404.00","58.36","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2354","FOXCONN TECHNOLOGY LTD","Information Technology","Equity","4,790,247.20","0.01","4,790,247.20","2,572,623.00","1.86","Taiwan","Taiwan Stock Exchange","TWD"
"139130","DGB FINANCIAL GROUP","Financials","Equity","4,790,559.06","0.01","4,790,559.06","482,081.00","9.94","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ENA","ENEA SA","Utilities","Equity","4,785,511.25","0.01","4,785,511.25","844,491.00","5.67","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2889","IBF FINANCIAL HOLDINGS LTD SHA","Financials","Equity","4,786,053.10","0.01","4,786,053.10","9,038,497.00","0.53","Taiwan","Taiwan Stock Exchange","TWD"
"DRD","DRDGOLD LTD","Materials","Equity","4,779,038.55","0.01","4,779,038.55","1,502,805.00","3.18","South Africa","Johannesburg Stock Exchange","ZAR"
"1772","GANFENG LITHIUM LTD H","Materials","Equity","4,766,378.88","0.01","4,766,378.88","657,600.00","7.25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2290","YANBU NATIONAL PETROCHEMICALS","Materials","Equity","4,767,223.99","0.01","4,767,223.99","675,645.00","7.06","Saudi Arabia","Saudi Stock Exchange","SAR"
"2451","TRANSCEND INFORMATION INC","Information Technology","Equity","4,756,326.56","0.01","4,756,326.56","623,000.00","7.63","Taiwan","Taiwan Stock Exchange","TWD"
"KARURVYSYA","KARUR VYSYA BANK LTD","Financials","Equity","4,740,460.04","0.01","4,740,460.04","1,621,178.00","2.92","India","National Stock Exchange Of India","INR"
"5289","INNODISK CORP","Information Technology","Equity","4,735,561.15","0.01","4,735,561.15","242,391.00","19.54","Taiwan","Gretai Securities Market","TWD"
"601939","CHINA CONSTRUCTION BANK CORP A","Financials","Equity","4,730,158.86","0.01","4,730,158.86","3,640,891.00","1.30","China","Shanghai Stock Exchange","CNY"
"2049","HIWIN TECHNOLOGIES CORP","Industrials","Equity","4,723,927.04","0.01","4,723,927.04","758,526.00","6.23","Taiwan","Taiwan Stock Exchange","TWD"
"8996","KAORI HEAT TREATMENT LTD","Industrials","Equity","4,717,458.31","0.01","4,717,458.31","235,000.00","20.07","Taiwan","Taiwan Stock Exchange","TWD"
"TAEE11","TRANSMISSORA ALIANCA ENERGIA ELETR","Utilities","Equity","4,717,523.83","0.01","4,717,523.83","630,414.00","7.48","Brazil","XBSP","BRL"
"2371","TATUNG","Industrials","Equity","4,718,540.74","0.01","4,718,540.74","4,783,950.00","0.99","Taiwan","Taiwan Stock Exchange","TWD"
"600919","BANK OF JIANGSU CORPORATION LTD A","Financials","Equity","4,715,219.93","0.01","4,715,219.93","3,161,759.00","1.49","China","Shanghai Stock Exchange","CNY"
"1888","KINGBOARD LAMINATES HOLDINGS LTD","Information Technology","Equity","4,707,076.24","0.01","4,707,076.24","2,829,000.00","1.66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ENGI11","ENERGISA UNITS SA","Utilities","Equity","4,708,087.65","0.01","4,708,087.65","529,514.00","8.89","Brazil","XBSP","BRL"
"000063","ZTE CORP A","Information Technology","Equity","4,694,120.14","0.01","4,694,120.14","813,700.00","5.77","China","Shenzhen Stock Exchange","CNY"
"240810","WONIK IPS LTD","Information Technology","Equity","4,689,692.42","0.01","4,689,692.42","91,177.00","51.44","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"1212","ASTRA INDUSTRIAL GROUP","Industrials","Equity","4,688,828.56","0.01","4,688,828.56","123,828.00","37.87","Saudi Arabia","Saudi Stock Exchange","SAR"
"DQ","DAQO NEW ENERGY ADR REPRESENTING","Information Technology","Equity","4,682,751.54","0.01","4,682,751.54","183,063.00","25.58","China","New York Stock Exchange Inc.","USD"
"MULT3","MULTIPLAN EMPREENDIMENTOS IMOBILIA","Real Estate","Equity","4,683,280.23","0.01","4,683,280.23","874,079.00","5.36","Brazil","XBSP","BRL"
"5434","TOPCO SCIENTIFIC LTD","Information Technology","Equity","4,683,483.21","0.01","4,683,483.21","489,753.00","9.56","Taiwan","Taiwan Stock Exchange","TWD"
"2633","TAIWAN HIGH SPEED RAIL CORP","Industrials","Equity","4,685,181.38","0.01","4,685,181.38","5,293,000.00","0.89","Taiwan","Taiwan Stock Exchange","TWD"
"ASAI3","SENDAS DISTRIBUIDORA SA","Consumer Staples","Equity","4,671,595.78","0.01","4,671,595.78","3,553,233.00","1.31","Brazil","XBSP","BRL"
"MOTILALOFS","MOTILAL OSWAL FINANCIAL SERVICES L","Financials","Equity","4,664,310.11","0.01","4,664,310.11","522,594.00","8.93","India","National Stock Exchange Of India","INR"
"PTTGC.R","PTT GLOBAL CHEMICAL NON-VOTING DR","Materials","Equity","4,660,869.87","0.01","4,660,869.87","6,598,700.00","0.71","Thailand","Stock Exchange Of Thailand","THB"
"BRES","BARWA REAL ESTATE","Real Estate","Equity","4,657,249.66","0.01","4,657,249.66","6,285,043.00","0.74","Qatar","Qatar Exchange","QAR"
"13","HUTCHMED (CHINA) LTD","Health Care","Equity","4,639,309.34","0.01","4,639,309.34","1,556,105.00","2.98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1795","LOTUS PHARMACEUTICAL LTD","Health Care","Equity","4,639,332.49","0.01","4,639,332.49","501,722.00","9.25","Taiwan","Taiwan Stock Exchange","TWD"
"3105","WIN SEMICONDUCTORS CORP","Information Technology","Equity","4,624,301.78","0.01","4,624,301.78","675,650.00","6.84","Taiwan","Gretai Securities Market","TWD"
"2380","CHINA POWER INTERNATIONAL DEVELOPM","Utilities","Equity","4,614,083.21","0.01","4,614,083.21","11,101,000.00","0.42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601919","COSCO SHIPPING HOLDINGS LTD A","Industrials","Equity","4,610,364.86","0.01","4,610,364.86","2,157,790.00","2.14","China","Shanghai Stock Exchange","CNY"
"QAR","QAR CASH","Cash and/or Derivatives","Cash","4,603,376.74","0.01","4,603,376.74","16,760,895.00","27.46","Qatar","-","QAR"
"002352","S.F. HOLDING LTD A","Industrials","Equity","4,598,333.13","0.01","4,598,333.13","822,868.00","5.59","China","Shenzhen Stock Exchange","CNY"
"SAPR11","CIA SANEAMENTO DO PARANA UNITS","Utilities","Equity","4,598,679.80","0.01","4,598,679.80","564,778.00","8.14","Brazil","XBSP","BRL"
"3211","DYNAPACK INTERNATIONAL TECHNOLOGY","Information Technology","Equity","4,592,033.51","0.01","4,592,033.51","485,000.00","9.47","Taiwan","Gretai Securities Market","TWD"
