Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"HOLN","HOLCIM LTD AG","Materials","Equity","79,152,141.30","0.06","79,152,141.30","793,850.00","99.71","Switzerland","SIX Swiss Exchange","CHF"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","78,926,901.90","0.06","78,926,901.90","477,015.00","165.46","United States","New York Stock Exchange Inc.","USD"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","78,723,496.95","0.06","78,723,496.95","1,353,335.00","58.17","United States","New York Stock Exchange Inc.","USD"
"CABK","CAIXABANK SA","Financials","Equity","78,671,652.45","0.06","78,671,652.45","6,427,154.00","12.24","Spain","Bolsa De Madrid","EUR"
"4502","TAKEDA PHARMACEUTICAL LTD","Health Care","Equity","77,634,144.73","0.06","77,634,144.73","2,412,695.00","32.18","Japan","Tokyo Stock Exchange","JPY"
"CTVA","CORTEVA INC","Materials","Equity","76,902,965.70","0.06","76,902,965.70","1,120,218.00","68.65","United States","New York Stock Exchange Inc.","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","76,724,047.40","0.06","76,724,047.40","375,914.00","204.10","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","76,674,217.85","0.06","76,674,217.85","1,534,405.00","49.97","United States","NASDAQ","USD"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","76,586,876.10","0.06","76,586,876.10","320,635.00","238.86","United States","New York Stock Exchange Inc.","USD"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","76,523,243.58","0.06","76,523,243.58","611,209.00","125.20","Canada","Toronto Stock Exchange","CAD"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","76,246,984.74","0.06","76,246,984.74","3,166,469.00","24.08","United Kingdom","London Stock Exchange","GBP"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","76,114,988.39","0.06","76,114,988.39","894,103.00","85.13","United States","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrials","Equity","75,712,652.24","0.06","75,712,652.24","359,441.00","210.64","United States","New York Stock Exchange Inc.","USD"
"BAS","BASF N","Materials","Equity","75,569,825.57","0.06","75,569,825.57","1,444,525.00","52.31","Germany","Xetra","EUR"
"6702","FUJITSU LTD","Information Technology","Equity","75,417,973.97","0.06","75,417,973.97","2,745,990.00","27.46","Japan","Tokyo Stock Exchange","JPY"
"RACE","FERRARI NV","Consumer Discretionary","Equity","75,420,753.14","0.06","75,420,753.14","198,922.00","379.15","Italy","Borsa Italiana","EUR"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","75,324,652.08","0.06","75,324,652.08","312,836.00","240.78","United States","NASDAQ","USD"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","75,327,962.71","0.06","75,327,962.71","374,561.00","201.11","United States","New York Stock Exchange Inc.","USD"
"TGT","TARGET CORP","Consumer Staples","Equity","75,270,265.04","0.06","75,270,265.04","713,327.00","105.52","United States","New York Stock Exchange Inc.","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","75,198,904.36","0.06","75,198,904.36","119,044.00","631.69","United States","NASDAQ","USD"
"D","DOMINION ENERGY INC","Utilities","Equity","75,057,777.08","0.06","75,057,777.08","1,294,546.00","57.98","United States","New York Stock Exchange Inc.","USD"
"FAST","FASTENAL","Industrials","Equity","74,744,340.50","0.06","74,744,340.50","1,780,475.00","41.98","United States","NASDAQ","USD"
"SREN","SWISS RE AG","Financials","Equity","74,621,247.64","0.06","74,621,247.64","468,701.00","159.21","Switzerland","SIX Swiss Exchange","CHF"
"DGE","DIAGEO PLC","Consumer Staples","Equity","74,608,501.62","0.06","74,608,501.62","3,411,118.00","21.87","United Kingdom","London Stock Exchange","GBP"
"DB1","DEUTSCHE BOERSE AG","Financials","Equity","74,181,397.10","0.06","74,181,397.10","300,020.00","247.26","Germany","Xetra","EUR"
"CSU","CONSTELLATION SOFTWARE INC","Information Technology","Equity","74,112,074.30","0.06","74,112,074.30","30,960.00","2,393.80","Canada","Toronto Stock Exchange","CAD"
"GWW","WW GRAINGER INC","Industrials","Equity","74,077,012.24","0.06","74,077,012.24","71,932.00","1,029.82","United States","New York Stock Exchange Inc.","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","73,463,796.33","0.05","73,463,796.33","293,023.00","250.71","United States","NASDAQ","USD"
"CCO","CAMECO CORP","Energy","Equity","73,394,385.14","0.05","73,394,385.14","681,218.00","107.74","Canada","Toronto Stock Exchange","CAD"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","73,163,425.01","0.05","73,163,425.01","178,217.00","410.53","United States","New York Stock Exchange Inc.","USD"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","73,151,871.68","0.05","73,151,871.68","465,106.00","157.28","United States","New York Stock Exchange Inc.","USD"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","72,755,914.88","0.05","72,755,914.88","143,288.00","507.76","United States","New York Stock Exchange Inc.","USD"
"FNV","FRANCO NEVADA CORP","Materials","Equity","72,182,251.45","0.05","72,182,251.45","314,947.00","229.19","Canada","Toronto Stock Exchange","CAD"
"MET","METLIFE INC","Financials","Equity","71,850,247.41","0.05","71,850,247.41","904,801.00","79.41","United States","New York Stock Exchange Inc.","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","71,832,351.24","0.05","71,832,351.24","165,204.00","434.81","United States","NASDAQ","USD"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","71,361,733.86","0.05","71,361,733.86","336,263.00","212.22","United States","New York Stock Exchange Inc.","USD"
"EOAN","E.ON N","Utilities","Equity","71,072,486.62","0.05","71,072,486.62","3,626,587.00","19.60","Germany","Xetra","EUR"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","70,967,699.61","0.05","70,967,699.61","342,533.00","207.19","United States","NASDAQ","USD"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","70,849,203.37","0.05","70,849,203.37","1,641,780.00","43.15","United Kingdom","London Stock Exchange","GBP"
"HLN","HALEON PLC","Health Care","Equity","70,801,782.60","0.05","70,801,782.60","14,357,634.00","4.93","United Kingdom","London Stock Exchange","GBP"
"OKE","ONEOK INC","Energy","Equity","70,298,719.00","0.05","70,298,719.00","966,970.00","72.70","United States","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","70,309,762.46","0.05","70,309,762.46","73,318.00","958.97","United States","NASDAQ","USD"
"MSCI","MSCI INC","Financials","Equity","70,214,007.72","0.05","70,214,007.72","120,817.00","581.16","United States","New York Stock Exchange Inc.","USD"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","69,777,000.00","0.05","69,777,000.00","1,240,480.00","56.25","United States","New York Stock Exchange Inc.","USD"
"6701","NEC CORP","Information Technology","Equity","69,636,788.60","0.05","69,636,788.60","1,959,000.00","35.55","Japan","Tokyo Stock Exchange","JPY"
"XEL","XCEL ENERGY INC","Utilities","Equity","69,580,283.32","0.05","69,580,283.32","936,982.00","74.26","United States","NASDAQ","USD"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","69,375,155.95","0.05","69,375,155.95","1,895,898.00","36.59","Japan","Tokyo Stock Exchange","JPY"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","69,166,368.23","0.05","69,166,368.23","916,961.00","75.43","United States","New York Stock Exchange Inc.","USD"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","68,771,740.44","0.05","68,771,740.44","463,047.00","148.52","United States","New York Stock Exchange Inc.","USD"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","68,579,001.05","0.05","68,579,001.05","282,905.00","242.41","United States","New York Stock Exchange Inc.","USD"
"PRU","PRUDENTIAL PLC","Financials","Equity","68,464,661.61","0.05","68,464,661.61","4,396,604.00","15.57","United Kingdom","London Stock Exchange","GBP"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrials","Equity","68,377,536.04","0.05","68,377,536.04","694,309.00","98.48","France","Nyse Euronext - Euronext Paris","EUR"
"LNG","CHENIERE ENERGY INC","Energy","Equity","67,855,812.64","0.05","67,855,812.64","349,448.00","194.18","United States","New York Stock Exchange Inc.","USD"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","66,913,432.90","0.05","66,913,432.90","240,566.00","278.15","United States","New York Stock Exchange Inc.","USD"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","66,885,108.48","0.05","66,885,108.48","430,074.00","155.52","United States","New York Stock Exchange Inc.","USD"
"WCN","WASTE CONNECTIONS INC","Industrials","Equity","66,736,211.56","0.05","66,736,211.56","401,276.00","166.31","United States","New York Stock Exchange Inc.","USD"
"ADYEN","ADYEN NV","Financials","Equity","66,490,547.87","0.05","66,490,547.87","39,348.00","1,689.81","Netherlands","Euronext Amsterdam","EUR"
"ETR","ENTERGY CORP","Utilities","Equity","66,491,784.80","0.05","66,491,784.80","710,990.00","93.52","United States","New York Stock Exchange Inc.","USD"
"EXC","EXELON CORP","Utilities","Equity","66,437,788.00","0.05","66,437,788.00","1,534,360.00","43.30","United States","NASDAQ","USD"
"NDAQ","NASDAQ INC","Financials","Equity","66,162,085.76","0.05","66,162,085.76","673,474.00","98.24","United States","NASDAQ","USD"
"III","3I GROUP PLC","Financials","Equity","66,020,700.88","0.05","66,020,700.88","1,575,953.00","41.89","United Kingdom","London Stock Exchange","GBP"
"EBAY","EBAY INC","Consumer Discretionary","Equity","66,012,932.85","0.05","66,012,932.85","726,135.00","90.91","United States","NASDAQ","USD"
"BAYN","BAYER AG","Health Care","Equity","65,834,864.91","0.05","65,834,864.91","1,454,586.00","45.26","Germany","Xetra","EUR"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","65,407,542.84","0.05","65,407,542.84","892,692.00","73.27","United States","New York Stock Exchange Inc.","USD"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","65,160,894.60","0.05","65,160,894.60","478,210.00","136.26","United States","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","64,932,324.66","0.05","64,932,324.66","97,398.00","666.67","United States","New York Stock Exchange Inc.","USD"
"EXPN","EXPERIAN PLC","Industrials","Equity","64,818,861.58","0.05","64,818,861.58","1,388,890.00","46.67","United Kingdom","London Stock Exchange","GBP"
"NUE","NUCOR CORP","Materials","Equity","64,741,228.86","0.05","64,741,228.86","395,318.00","163.77","United States","New York Stock Exchange Inc.","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","64,653,819.52","0.05","64,653,819.52","410,944.00","157.33","United States","NASDAQ","USD"
"ALC","ALCON AG","Health Care","Equity","64,488,348.62","0.05","64,488,348.62","811,065.00","79.51","Switzerland","SIX Swiss Exchange","CHF"
"STT","STATE STREET CORP","Financials","Equity","64,204,313.85","0.05","64,204,313.85","484,305.00","132.57","United States","New York Stock Exchange Inc.","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","63,724,091.34","0.05","63,724,091.34","747,409.00","85.26","United States","NASDAQ","USD"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","63,685,664.96","0.05","63,685,664.96","3,156,409.00","20.18","Australia","Asx - All Markets","AUD"
"UCB","UCB SA","Health Care","Equity","63,472,740.62","0.05","63,472,740.62","213,992.00","296.61","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","63,479,926.08","0.05","63,479,926.08","537,601.00","118.08","United States","New York Stock Exchange Inc.","USD"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","63,467,053.57","0.05","63,467,053.57","2,828,871.00","22.44","Japan","Tokyo Stock Exchange","JPY"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","63,115,657.28","0.05","63,115,657.28","1,171,943.00","53.86","Canada","Toronto Stock Exchange","CAD"
"K","KINROSS GOLD CORP","Materials","Equity","63,075,391.14","0.05","63,075,391.14","2,016,235.00","31.28","Canada","Toronto Stock Exchange","CAD"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","62,733,949.99","0.05","62,733,949.99","211,703.00","296.33","United States","NASDAQ","USD"
"8053","SUMITOMO CORP","Industrials","Equity","62,591,863.37","0.05","62,591,863.37","1,745,265.00","35.86","Japan","Tokyo Stock Exchange","JPY"
"8002","MARUBENI CORP","Industrials","Equity","62,385,978.76","0.05","62,385,978.76","2,139,732.00","29.16","Japan","Tokyo Stock Exchange","JPY"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","62,295,978.50","0.05","62,295,978.50","289,345.00","215.30","United States","New York Stock Exchange Inc.","USD"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","62,264,173.52","0.05","62,264,173.52","37,384.00","1,665.53","United States","New York Stock Exchange Inc.","USD"
"FISV","FISERV INC","Financials","Equity","62,243,055.60","0.05","62,243,055.60","891,096.00","69.85","United States","NASDAQ","USD"
"7267","HONDA MOTOR LTD","Consumer Discretionary","Equity","61,940,533.97","0.05","61,940,533.97","6,220,650.00","9.96","Japan","Tokyo Stock Exchange","JPY"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","61,915,462.50","0.05","61,915,462.50","823,125.00","75.22","United States","NASDAQ","USD"
"VMC","VULCAN MATERIALS","Materials","Equity","61,438,999.20","0.05","61,438,999.20","197,160.00","311.62","United States","New York Stock Exchange Inc.","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","61,432,506.38","0.05","61,432,506.38","273,739.00","224.42","United States","New York Stock Exchange Inc.","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","61,357,575.16","0.05","61,357,575.16","779,837.00","78.68","United States","New York Stock Exchange Inc.","USD"
"LR","LEGRAND SA","Industrials","Equity","60,491,791.80","0.05","60,491,791.80","410,786.00","147.26","France","Nyse Euronext - Euronext Paris","EUR"
"ENI","ENI","Energy","Equity","60,294,953.04","0.05","60,294,953.04","3,223,910.00","18.70","Italy","Borsa Italiana","EUR"
"ASSA B","ASSA ABLOY B","Industrials","Equity","59,970,257.62","0.04","59,970,257.62","1,514,360.00","39.60","Sweden","Nasdaq Omx Nordic","SEK"
"XYZ","BLOCK INC CLASS A","Financials","Equity","59,901,954.45","0.04","59,901,954.45","861,279.00","69.55","United States","New York Stock Exchange Inc.","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","59,896,074.56","0.04","59,896,074.56","686,252.00","87.28","United States","NASDAQ","USD"
"9434","SOFTBANK CORP","Communication","Equity","59,806,200.48","0.04","59,806,200.48","44,018,200.00","1.36","Japan","Tokyo Stock Exchange","JPY"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","59,729,214.80","0.04","59,729,214.80","1,527,064.00","39.11","Netherlands","Euronext Amsterdam","EUR"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","59,428,906.67","0.04","59,428,906.67","337,837.00","175.91","United States","New York Stock Exchange Inc.","USD"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","59,386,292.04","0.04","59,386,292.04","492,342.00","120.62","United States","New York Stock Exchange Inc.","USD"
"SYY","SYSCO CORP","Consumer Staples","Equity","59,279,822.52","0.04","59,279,822.52","798,059.00","74.28","United States","New York Stock Exchange Inc.","USD"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","59,268,787.00","0.04","59,268,787.00","413,017.00","143.50","Canada","Toronto Stock Exchange","CAD"
"TSCO","TESCO PLC","Consumer Staples","Equity","59,058,655.63","0.04","59,058,655.63","10,595,296.00","5.57","United Kingdom","London Stock Exchange","GBP"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","58,867,017.74","0.04","58,867,017.74","31,281.00","1,881.88","Canada","Toronto Stock Exchange","CAD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","58,849,664.91","0.04","58,849,664.91","468,959.00","125.49","United States","NASDAQ","USD"
"KR","KROGER","Consumer Staples","Equity","58,704,294.11","0.04","58,704,294.11","986,461.00","59.51","United States","New York Stock Exchange Inc.","USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","58,706,698.68","0.04","58,706,698.68","244,489.00","240.12","United States","New York Stock Exchange Inc.","USD"
"INSM","INSMED INC","Health Care","Equity","58,645,697.87","0.04","58,645,697.87","333,271.00","175.97","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","58,505,147.61","0.04","58,505,147.61","2,105,259.00","27.79","United States","NASDAQ","USD"
"GIVN","GIVAUDAN SA","Materials","Equity","57,918,417.28","0.04","57,918,417.28","14,555.00","3,979.28","Switzerland","SIX Swiss Exchange","CHF"
"RMD","RESMED INC","Health Care","Equity","57,841,886.88","0.04","57,841,886.88","229,104.00","252.47","United States","New York Stock Exchange Inc.","USD"
"RKLB","ROCKET LAB CORP","Industrials","Equity","57,706,060.75","0.04","57,706,060.75","680,095.00","84.85","United States","NASDAQ","USD"
"6954","FANUC CORP","Industrials","Equity","57,675,853.94","0.04","57,675,853.94","1,412,155.00","40.84","Japan","Tokyo Stock Exchange","JPY"
"CPRT","COPART INC","Industrials","Equity","57,447,565.77","0.04","57,447,565.77","1,442,319.00","39.83","United States","NASDAQ","USD"
"CCI","CROWN CASTLE INC","Real Estate","Equity","57,435,020.49","0.04","57,435,020.49","686,447.00","83.67","United States","New York Stock Exchange Inc.","USD"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","57,404,150.12","0.04","57,404,150.12","1,076,200.00","53.34","Japan","Tokyo Stock Exchange","JPY"
"EBS","ERSTE GROUP BANK AG","Financials","Equity","57,338,119.18","0.04","57,338,119.18","478,207.00","119.90","Austria","Wiener Boerse Ag","EUR"
"PAYX","PAYCHEX INC","Industrials","Equity","57,317,326.00","0.04","57,317,326.00","503,800.00","113.77","United States","NASDAQ","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","57,251,906.70","0.04","57,251,906.70","276,179.00","207.30","United States","New York Stock Exchange Inc.","USD"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","57,042,125.22","0.04","57,042,125.22","322,527.00","176.86","United States","New York Stock Exchange Inc.","USD"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","56,907,017.37","0.04","56,907,017.37","1,771,149.00","32.13","United States","New York Stock Exchange Inc.","USD"
"SSE","SSE PLC","Utilities","Equity","56,729,628.49","0.04","56,729,628.49","1,827,807.00","31.04","United Kingdom","London Stock Exchange","GBP"
"SAND","SANDVIK","Industrials","Equity","56,676,106.15","0.04","56,676,106.15","1,654,883.00","34.25","Sweden","Nasdaq Omx Nordic","SEK"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","56,621,233.44","0.04","56,621,233.44","847,116.00","66.84","United States","New York Stock Exchange Inc.","USD"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","56,535,918.73","0.04","56,535,918.73","461,749.00","122.44","Japan","Tokyo Stock Exchange","JPY"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","56,242,181.88","0.04","56,242,181.88","623,044.00","90.27","United States","New York Stock Exchange Inc.","USD"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","56,183,705.19","0.04","56,183,705.19","209,024.00","268.79","Germany","Xetra","EUR"
"FER","FERROVIAL","Industrials","Equity","56,171,274.46","0.04","56,171,274.46","849,524.00","66.12","Spain","Bolsa De Madrid","EUR"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","56,146,462.88","0.04","56,146,462.88","55,568.00","1,010.41","United States","New York Stock Exchange Inc.","USD"
"TER","TERADYNE INC","Information Technology","Equity","56,131,728.12","0.04","56,131,728.12","258,362.00","217.26","United States","NASDAQ","USD"
"MTB","M&T BANK CORP","Financials","Equity","56,038,893.12","0.04","56,038,893.12","264,734.00","211.68","United States","New York Stock Exchange Inc.","USD"
"ASM","ASM INTERNATIONAL NV","Information Technology","Equity","55,920,884.00","0.04","55,920,884.00","77,281.00","723.61","Netherlands","Euronext Amsterdam","EUR"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Equity","55,862,769.92","0.04","55,862,769.92","2,348,257.00","23.79","Israel","Tel Aviv Stock Exchange","ILS"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","55,537,158.52","0.04","55,537,158.52","1,984,351.00","27.99","Singapore","Singapore Exchange","SGD"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","55,394,915.25","0.04","55,394,915.25","260,989.00","212.25","United States","New York Stock Exchange Inc.","USD"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","55,332,079.37","0.04","55,332,079.37","275,668.00","200.72","Canada","Toronto Stock Exchange","CAD"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","55,250,941.89","0.04","55,250,941.89","556,909.00","99.21","United States","New York Stock Exchange Inc.","USD"
"NOKIA","NOKIA","Information Technology","Equity","55,151,092.61","0.04","55,151,092.61","8,460,106.00","6.52","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","54,968,050.32","0.04","54,968,050.32","134,686.00","408.12","United States","NASDAQ","USD"
"G","ASSICURAZIONI GENERALI","Financials","Equity","54,884,160.03","0.04","54,884,160.03","1,354,029.00","40.53","Italy","Borsa Italiana","EUR"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","54,793,418.83","0.04","54,793,418.83","729,531.00","75.11","Spain","Bolsa De Madrid","EUR"
"CLS","CELESTICA INC","Information Technology","Equity","54,676,337.73","0.04","54,676,337.73","180,646.00","302.67","Canada","Toronto Stock Exchange","CAD"
"PCG","PG&E CORP","Utilities","Equity","54,579,871.25","0.04","54,579,871.25","3,443,525.00","15.85","United States","New York Stock Exchange Inc.","USD"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","54,471,100.51","0.04","54,471,100.51","1,348,191.00","40.40","United Kingdom","London Stock Exchange","GBP"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES ADR","Health Care","Equity","53,977,182.60","0.04","53,977,182.60","1,686,260.00","32.01","Israel","New York Stock Exchange Inc.","USD"
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","53,770,476.06","0.04","53,770,476.06","854,483.00","62.93","Canada","Toronto Stock Exchange","CAD"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","53,659,701.51","0.04","53,659,701.51","617,559.00","86.89","United States","New York Stock Exchange Inc.","USD"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","53,489,351.58","0.04","53,489,351.58","561,981.00","95.18","United States","NASDAQ","USD"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","53,377,970.07","0.04","53,377,970.07","2,188,275.00","24.39","Japan","Tokyo Stock Exchange","JPY"
"RIO","RIO TINTO LTD","Materials","Equity","53,268,319.56","0.04","53,268,319.56","557,326.00","95.58","Australia","Asx - All Markets","AUD"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","52,736,932.82","0.04","52,736,932.82","1,070,366.00","49.27","United States","NASDAQ","USD"
"RWE","RWE AG","Utilities","Equity","52,680,405.75","0.04","52,680,405.75","943,582.00","55.83","Germany","Xetra","EUR"
"IR","INGERSOLL RAND INC","Industrials","Equity","52,270,552.80","0.04","52,270,552.80","611,280.00","85.51","United States","New York Stock Exchange Inc.","USD"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","51,907,202.79","0.04","51,907,202.79","2,414,301.00","21.50","Sweden","Nasdaq Omx Nordic","SEK"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","51,577,276.86","0.04","51,577,276.86","265,866.00","194.00","Germany","Xetra","EUR"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","51,569,194.32","0.04","51,569,194.32","297,864.00","173.13","United States","NASDAQ","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","51,485,222.18","0.04","51,485,222.18","155,893.00","330.26","United States","NASDAQ","USD"
"CIEN","CIENA CORP","Information Technology","Equity","51,281,155.20","0.04","51,281,155.20","222,420.00","230.56","United States","New York Stock Exchange Inc.","USD"
"ORA","ORANGE SA","Communication","Equity","51,292,264.83","0.04","51,292,264.83","3,104,032.00","16.52","France","Nyse Euronext - Euronext Paris","EUR"
"8630","SOMPO HOLDINGS INC","Financials","Equity","51,219,178.65","0.04","51,219,178.65","1,435,510.00","35.68","Japan","Tokyo Stock Exchange","JPY"
"HUM","HUMANA INC","Health Care","Equity","51,174,338.25","0.04","51,174,338.25","184,845.00","276.85","United States","New York Stock Exchange Inc.","USD"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","51,084,324.43","0.04","51,084,324.43","3,552,836.00","14.38","Japan","Tokyo Stock Exchange","JPY"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","51,044,271.73","0.04","51,044,271.73","5,890,800.00","8.67","Japan","Tokyo Stock Exchange","JPY"
"BMW","BMW AG","Consumer Discretionary","Equity","50,840,451.96","0.04","50,840,451.96","474,610.00","107.12","Germany","Xetra","EUR"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","50,799,262.75","0.04","50,799,262.75","4,318,758.00","11.76","Japan","Tokyo Stock Exchange","JPY"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","50,656,015.16","0.04","50,656,015.16","225,268.00","224.87","United States","NASDAQ","USD"
"GALD","GALDERMA GROUP N AG","Health Care","Equity","50,564,211.45","0.04","50,564,211.45","245,215.00","206.20","Switzerland","SIX Swiss Exchange","CHF"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","50,495,593.96","0.04","50,495,593.96","815,234.00","61.94","United States","New York Stock Exchange Inc.","USD"
"VTR","VENTAS REIT INC","Real Estate","Equity","50,388,975.00","0.04","50,388,975.00","672,750.00","74.90","United States","New York Stock Exchange Inc.","USD"
"HO","THALES SA","Industrials","Equity","50,367,456.95","0.04","50,367,456.95","162,659.00","309.65","France","Nyse Euronext - Euronext Paris","EUR"
"XYL","XYLEM INC","Industrials","Equity","50,329,887.93","0.04","50,329,887.93","360,297.00","139.69","United States","New York Stock Exchange Inc.","USD"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","50,301,069.00","0.04","50,301,069.00","480,660.00","104.65","United States","New York Stock Exchange Inc.","USD"
"EQT","EQT CORP","Energy","Equity","50,279,303.88","0.04","50,279,303.88","984,132.00","51.09","United States","New York Stock Exchange Inc.","USD"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","49,989,824.64","0.04","49,989,824.64","510,517.00","97.92","United States","NASDAQ","USD"
"SIKA","SIKA AG","Materials","Equity","49,982,961.99","0.04","49,982,961.99","242,690.00","205.95","Switzerland","SIX Swiss Exchange","CHF"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","49,947,511.68","0.04","49,947,511.68","74,976.00","666.18","United States","NASDAQ","USD"
"NRG","NRG ENERGY INC","Utilities","Equity","49,826,923.08","0.04","49,826,923.08","333,804.00","149.27","United States","New York Stock Exchange Inc.","USD"
"KVUE","KENVUE INC","Consumer Staples","Equity","49,789,939.32","0.04","49,789,939.32","2,958,404.00","16.83","United States","New York Stock Exchange Inc.","USD"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Consumer Discretionary","Equity","49,761,050.76","0.04","49,761,050.76","1,246,197.00","39.93","Japan","Tokyo Stock Exchange","JPY"
