Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","14,688,263.41","0.01","14,688,263.41","1,441,439.00","10.19","United States","New York Stock Exchange Inc.","USD"
"TEL","TELENOR","Communication","Equity","14,645,459.33","0.01","14,645,459.33","1,026,784.00","14.26","Norway","Oslo Bors Asa","NOK"
"UNI","UNIPOL ASSICURAZIONI SPA","Financials","Equity","14,570,176.83","0.01","14,570,176.83","613,843.00","23.74","Italy","Borsa Italiana","EUR"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energy","Equity","14,529,629.28","0.01","14,529,629.28","807,598.00","17.99","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"TLC","THE LOTTERY CORPORATION LTD","Consumer Discretionary","Equity","14,484,484.24","0.01","14,484,484.24","4,267,739.00","3.39","Australia","Asx - All Markets","AUD"
"AC","ACCOR SA","Consumer Discretionary","Equity","14,486,940.04","0.01","14,486,940.04","260,787.00","55.55","France","Nyse Euronext - Euronext Paris","EUR"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","14,448,964.37","0.01","14,448,964.37","403,229.00","35.83","Sweden","Nasdaq Omx Nordic","SEK"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","14,376,470.31","0.01","14,376,470.31","1,019,625.00","14.10","Japan","Tokyo Stock Exchange","JPY"
"PNDORA","PANDORA","Consumer Discretionary","Equity","14,305,644.29","0.01","14,305,644.29","156,065.00","91.66","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LUG","LUNDIN GOLD INC","Materials","Equity","14,313,848.35","0.01","14,313,848.35","170,531.00","83.94","Canada","Toronto Stock Exchange","CAD"
"7453","RYOHIN KEIKAKU LTD","Consumer Discretionary","Equity","14,192,721.14","0.01","14,192,721.14","793,300.00","17.89","Japan","Tokyo Stock Exchange","JPY"
"83","SINO LAND LTD","Real Estate","Equity","14,081,289.18","0.01","14,081,289.18","10,210,703.00","1.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TREL B","TRELLEBORG B","Industrials","Equity","14,040,753.15","0.01","14,040,753.15","331,980.00","42.29","Sweden","Nasdaq Omx Nordic","SEK"
"CA","CARREFOUR SA","Consumer Staples","Equity","13,988,703.76","0.01","13,988,703.76","843,577.00","16.58","France","Nyse Euronext - Euronext Paris","EUR"
"SIG","SIGMA HEALTHCARE LTD","Health Care","Equity","13,996,805.16","0.01","13,996,805.16","7,249,192.00","1.93","Australia","Asx - All Markets","AUD"
"7911","TOPPAN HOLDINGS INC","Industrials","Equity","13,997,160.92","0.01","13,997,160.92","474,410.00","29.50","Japan","Tokyo Stock Exchange","JPY"
"WTB","WHITBREAD PLC","Consumer Discretionary","Equity","13,847,059.84","0.01","13,847,059.84","391,776.00","35.34","United Kingdom","London Stock Exchange","GBP"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","13,805,260.55","0.01","13,805,260.55","15,156,815.00","0.91","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","13,808,837.37","0.01","13,808,837.37","534,200.00","25.85","Japan","Tokyo Stock Exchange","JPY"
"SKA B","SKANSKA B","Industrials","Equity","13,791,566.61","0.01","13,791,566.61","473,923.00","29.10","Sweden","Nasdaq Omx Nordic","SEK"
"9697","CAPCOM LTD","Communication","Equity","13,691,401.43","0.01","13,691,401.43","592,200.00","23.12","Japan","Tokyo Stock Exchange","JPY"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","13,625,583.12","0.01","13,625,583.12","122,505.00","111.22","Canada","Toronto Stock Exchange","CAD"
"RXL","REXEL SA","Industrials","Equity","13,525,669.52","0.01","13,525,669.52","350,815.00","38.56","France","Nyse Euronext - Euronext Paris","EUR"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","13,469,825.55","0.01","13,469,825.55","183,667.00","73.34","Netherlands","Euronext Amsterdam","EUR"
"S68","SINGAPORE EXCHANGE LTD","Financials","Equity","13,472,305.56","0.01","13,472,305.56","990,226.00","13.61","Singapore","Singapore Exchange","SGD"
"LYC","LYNAS RARE EARTHS LTD","Materials","Equity","13,453,642.48","0.01","13,453,642.48","1,428,168.00","9.42","Australia","Asx - All Markets","AUD"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Equity","13,432,788.65","0.01","13,432,788.65","13,088,935.00","1.03","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"SNAP","SNAP INC CLASS A","Communication","Equity","13,323,820.17","0.01","13,323,820.17","1,622,877.00","8.21","United States","New York Stock Exchange Inc.","USD"
"TEN","TENARIS SA","Energy","Equity","13,237,893.90","0.01","13,237,893.90","659,425.00","20.07","Italy","Borsa Italiana","EUR"
"AKRBP","AKER BP","Energy","Equity","13,169,344.77","0.01","13,169,344.77","506,493.00","26.00","Norway","Oslo Bors Asa","NOK"
"TRYG","TRYG","Financials","Equity","13,169,995.81","0.01","13,169,995.81","531,023.00","24.80","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"7259","AISIN CORP","Consumer Discretionary","Equity","13,165,318.09","0.01","13,165,318.09","692,594.00","19.01","Japan","Tokyo Stock Exchange","JPY"
"SGH","SGH LTD","Industrials","Equity","13,013,114.17","0.01","13,013,114.17","409,800.00","31.75","Australia","Asx - All Markets","AUD"
"NEM","NEMETSCHEK","Information Technology","Equity","12,945,924.44","0.01","12,945,924.44","121,408.00","106.63","Germany","Xetra","EUR"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","12,913,519.92","0.01","12,913,519.92","2,138,370.00","6.04","Japan","Tokyo Stock Exchange","JPY"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","12,896,941.05","0.01","12,896,941.05","238,965.00","53.97","United States","New York Stock Exchange Inc.","USD"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materials","Equity","12,856,121.07","0.01","12,856,121.07","201,488.00","63.81","Canada","Toronto Stock Exchange","CAD"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","12,856,252.88","0.01","12,856,252.88","325,780.00","39.46","France","Nyse Euronext - Euronext Paris","EUR"
"CAE","CAE INC","Industrials","Equity","12,815,134.58","0.01","12,815,134.58","387,186.00","33.10","Canada","Toronto Stock Exchange","CAD"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","12,801,748.68","0.01","12,801,748.68","206,591.00","61.97","United Kingdom","London Stock Exchange","GBP"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","12,805,906.14","0.01","12,805,906.14","138,810.00","92.26","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"YAR","YARA INTERNATIONAL","Materials","Equity","12,718,193.66","0.01","12,718,193.66","324,078.00","39.24","Norway","Oslo Bors Asa","NOK"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","12,668,690.59","0.01","12,668,690.59","3,276,500.00","3.87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"HEN","HENKEL AG","Consumer Staples","Equity","12,543,128.03","0.01","12,543,128.03","159,629.00","78.58","Germany","Xetra","EUR"
"TLX","TALANX AG","Financials","Equity","12,530,449.58","0.01","12,530,449.58","95,173.00","131.66","Germany","Xetra","EUR"
"OTEX","OPEN TEXT CORP","Information Technology","Equity","12,533,834.23","0.01","12,533,834.23","381,676.00","32.84","Canada","Toronto Stock Exchange","CAD"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","12,518,177.04","0.01","12,518,177.04","767,200.00","16.32","Japan","Tokyo Stock Exchange","JPY"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","12,461,530.18","0.01","12,461,530.18","3,845,813.00","3.24","Australia","Asx - All Markets","AUD"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","12,468,933.84","0.01","12,468,933.84","74,136.00","168.19","United States","New York Stock Exchange Inc.","USD"
"7701","SHIMADZU CORP","Information Technology","Equity","12,471,233.92","0.01","12,471,233.92","457,351.00","27.27","Japan","Tokyo Stock Exchange","JPY"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","12,447,865.74","0.01","12,447,865.74","630,278.00","19.75","Japan","Tokyo Stock Exchange","JPY"
"7186","YOKOHAMA FINANCIAL GROUP INC","Financials","Equity","12,437,003.64","0.01","12,437,003.64","1,453,900.00","8.55","Japan","Tokyo Stock Exchange","JPY"
"PME","PRO MEDICUS LTD","Health Care","Equity","12,420,488.22","0.01","12,420,488.22","88,439.00","140.44","Australia","Asx - All Markets","AUD"
"27","GALAXY ENTERTAINMENT GROUP LTD","Consumer Discretionary","Equity","12,405,286.77","0.01","12,405,286.77","2,469,368.00","5.02","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALA","ALTAGAS LTD","Utilities","Equity","12,367,830.69","0.01","12,367,830.69","424,245.00","29.15","Canada","Toronto Stock Exchange","CAD"
"SHL","SONIC HEALTHCARE LTD","Health Care","Equity","12,370,612.29","0.01","12,370,612.29","826,612.00","14.97","Australia","Asx - All Markets","AUD"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","12,355,228.85","0.01","12,355,228.85","3,344,138.00","3.69","Australia","Asx - All Markets","AUD"
"288","WH GROUP LTD","Consumer Staples","Equity","12,355,935.14","0.01","12,355,935.14","11,265,000.00","1.10","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","12,353,109.02","0.01","12,353,109.02","495,214.00","24.94","United Kingdom","London Stock Exchange","GBP"
"REA","REA GROUP LTD","Communication","Equity","12,302,906.87","0.01","12,302,906.87","98,744.00","124.59","Australia","Asx - All Markets","AUD"
"NICE","NICE LTD","Information Technology","Equity","12,298,676.71","0.01","12,298,676.71","104,825.00","117.33","Israel","Tel Aviv Stock Exchange","ILS"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","12,261,650.04","0.01","12,261,650.04","162,400.00","75.50","Japan","Tokyo Stock Exchange","JPY"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","12,194,783.74","0.01","12,194,783.74","1,181,028.00","10.33","Germany","Xetra","EUR"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","12,176,884.56","0.01","12,176,884.56","641,450.00","18.98","Japan","Tokyo Stock Exchange","JPY"
"KBX","KNORR BREMSE AG","Industrials","Equity","12,156,130.55","0.01","12,156,130.55","105,640.00","115.07","Germany","Xetra","EUR"
"DSG","DESCARTES SYSTEMS GROUP INC","Information Technology","Equity","12,162,089.90","0.01","12,162,089.90","138,663.00","87.71","Canada","Toronto Stock Exchange","CAD"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","12,145,010.23","0.01","12,145,010.23","270,144.00","44.96","Germany","Xetra","EUR"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","12,071,508.35","0.01","12,071,508.35","149,378.00","80.81","Germany","Xetra","EUR"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Equity","12,058,906.41","0.01","12,058,906.41","1,409,700.00","8.55","Japan","Tokyo Stock Exchange","JPY"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","12,026,176.89","0.01","12,026,176.89","76,517.00","157.17","United States","New York Stock Exchange Inc.","USD"
"5411","JFE HOLDINGS INC","Materials","Equity","11,970,449.06","0.01","11,970,449.06","918,287.00","13.04","Japan","Tokyo Stock Exchange","JPY"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","11,975,959.84","0.01","11,975,959.84","42,692.00","280.52","United States","NASDAQ","USD"
"OMV","OMV AG","Energy","Equity","11,950,887.49","0.01","11,950,887.49","210,805.00","56.69","Austria","Wiener Boerse Ag","EUR"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","11,928,312.79","0.01","11,928,312.79","910,879.00","13.10","Sweden","Nasdaq Omx Nordic","SEK"
"MICC","MAGNUM ICE CREAM NV","Consumer Staples","Equity","11,898,725.79","0.01","11,898,725.79","784,726.00","15.16","Netherlands","London Stock Exchange","GBP"
"RNO","RENAULT SA","Consumer Discretionary","Equity","11,810,112.07","0.01","11,810,112.07","300,156.00","39.35","France","Nyse Euronext - Euronext Paris","EUR"
"A17U","CAPITALAND ASCENDAS REIT","Real Estate","Equity","11,797,726.69","0.01","11,797,726.69","5,327,605.00","2.21","Singapore","Singapore Exchange","SGD"
"BNR","BRENNTAG","Industrials","Equity","11,806,008.96","0.01","11,806,008.96","203,038.00","58.15","Germany","Xetra","EUR"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","11,783,645.64","0.01","11,783,645.64","1,535,570.00","7.67","Japan","Tokyo Stock Exchange","JPY"
"AUD","AUD CASH","Cash and/or Derivatives","Cash","11,704,250.56","0.01","11,704,250.56","17,518,711.00","66.81","Australia","-","AUD"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","11,366,134.47","0.01","11,366,134.47","663,620.00","17.13","Japan","Tokyo Stock Exchange","JPY"
"8113","UNICHARM CORP","Consumer Staples","Equity","11,334,498.81","0.01","11,334,498.81","2,010,600.00","5.64","Japan","Tokyo Stock Exchange","JPY"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","11,313,977.20","0.01","11,313,977.20","2,264,555.00","5.00","Singapore","Singapore Exchange","SGD"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","11,195,753.23","0.01","11,195,753.23","1,448,351.00","7.73","Hong Kong","Singapore Exchange","USD"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrials","Equity","11,148,620.34","0.01","11,148,620.34","1,957,292.00","5.70","Spain","Bolsa De Madrid","EUR"
"8951","NIPPON BUILDING FUND REIT INC","Real Estate","Equity","11,130,755.34","0.01","11,130,755.34","12,280.00","906.41","Japan","Tokyo Stock Exchange","JPY"
"3088","MATSUKIYOKARA","Consumer Staples","Equity","11,114,866.51","0.01","11,114,866.51","661,300.00","16.81","Japan","Tokyo Stock Exchange","JPY"
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industrials","Equity","11,101,895.88","0.01","11,101,895.88","3,947,000.00","2.81","Singapore","Singapore Exchange","SGD"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","11,110,136.41","0.01","11,110,136.41","453,180.00","24.52","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"SYENS","SYENSQO NV","Materials","Equity","11,082,438.05","0.01","11,082,438.05","134,087.00","82.65","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","11,069,252.26","0.01","11,069,252.26","1,415,600.00","7.82","Japan","Tokyo Stock Exchange","JPY"
"CAR","CAR GROUP LTD","Communication","Equity","11,046,125.28","0.01","11,046,125.28","544,407.00","20.29","Australia","Asx - All Markets","AUD"
"7201","NISSAN MOTOR LTD","Consumer Discretionary","Equity","11,048,306.62","0.01","11,048,306.62","4,275,126.00","2.58","Japan","Tokyo Stock Exchange","JPY"
"AM","DASSAULT AVIATION SA","Industrials","Equity","11,015,414.76","0.01","11,015,414.76","30,663.00","359.24","France","Nyse Euronext - Euronext Paris","EUR"
"BTRW","BARRATT REDROW PLC","Consumer Discretionary","Equity","10,996,170.97","0.01","10,996,170.97","2,148,043.00","5.12","United Kingdom","London Stock Exchange","GBP"
"4204","SEKISUI CHEMICAL LTD","Industrials","Equity","11,003,015.60","0.01","11,003,015.60","640,524.00","17.18","Japan","Tokyo Stock Exchange","JPY"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","10,949,060.71","0.01","10,949,060.71","36,555.00","299.52","Germany","Xetra","EUR"
"EPI B","EPIROC CLASS B","Industrials","Equity","10,931,604.56","0.01","10,931,604.56","514,425.00","21.25","Sweden","Nasdaq Omx Nordic","SEK"
"ORNBV","ORION CLASS B","Health Care","Equity","10,757,347.99","0.01","10,757,347.99","140,120.00","76.77","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"KEY","KEYERA CORP","Energy","Equity","10,732,949.20","0.01","10,732,949.20","357,911.00","29.99","Canada","Toronto Stock Exchange","CAD"
"ORK","ORKLA","Consumer Staples","Equity","10,715,261.57","0.01","10,715,261.57","974,582.00","10.99","Norway","Oslo Bors Asa","NOK"
"2801","KIKKOMAN CORP","Consumer Staples","Equity","10,720,572.60","0.01","10,720,572.60","1,212,400.00","8.84","Japan","Tokyo Stock Exchange","JPY"
"WISE","WISE PLC CLASS A","Financials","Equity","10,701,393.88","0.01","10,701,393.88","928,958.00","11.52","United Kingdom","London Stock Exchange","GBP"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","10,684,784.90","0.01","10,684,784.90","282,921.00","37.77","Sweden","Nasdaq Omx Nordic","SEK"
"8729","SONY FINANCIAL GROUP INC","Financials","Equity","10,675,127.47","0.01","10,675,127.47","9,630,490.00","1.11","Japan","Tokyo Stock Exchange","JPY"
"HAG","HENSOLDT AG","Industrials","Equity","10,637,798.41","0.01","10,637,798.41","100,090.00","106.28","Germany","Xetra","EUR"
"MNDY","MONDAYCOM LTD","Information Technology","Equity","10,618,635.99","0.01","10,618,635.99","71,733.00","148.03","Israel","NASDAQ","USD"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","10,620,780.29","0.01","10,620,780.29","619,186.00","17.15","Japan","Tokyo Stock Exchange","JPY"
"IVN","IVANHOE MINES LTD CLASS A","Materials","Equity","10,598,240.25","0.01","10,598,240.25","906,956.00","11.69","Canada","Toronto Stock Exchange","CAD"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","10,550,235.69","0.01","10,550,235.69","65,955.00","159.96","Canada","Toronto Stock Exchange","CAD"
"GET","GETLINK","Industrials","Equity","10,485,336.06","0.01","10,485,336.06","547,553.00","19.15","France","Nyse Euronext - Euronext Paris","EUR"
"INDT","INDUTRADE","Industrials","Equity","10,492,521.49","0.01","10,492,521.49","400,619.00","26.19","Sweden","Nasdaq Omx Nordic","SEK"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","10,476,849.53","0.01","10,476,849.53","14,674.00","713.97","Switzerland","SIX Swiss Exchange","CHF"
"4911","SHISEIDO LTD","Consumer Staples","Equity","10,449,102.95","0.01","10,449,102.95","684,645.00","15.26","Japan","Tokyo Stock Exchange","JPY"
"7309","SHIMANO INC","Consumer Discretionary","Equity","10,420,677.12","0.01","10,420,677.12","98,395.00","105.91","Japan","Tokyo Stock Exchange","JPY"
"SECU B","SECURITAS B","Industrials","Equity","10,426,199.81","0.01","10,426,199.81","650,532.00","16.03","Sweden","Nasdaq Omx Nordic","SEK"
"4151","KYOWA KIRIN LTD","Health Care","Equity","10,334,679.03","0.01","10,334,679.03","634,612.00","16.29","Japan","Tokyo Stock Exchange","JPY"
"4689","LY CORP","Communication","Equity","10,312,299.10","0.01","10,312,299.10","3,901,400.00","2.64","Japan","Tokyo Stock Exchange","JPY"
"ZAL","ZALANDO","Consumer Discretionary","Equity","10,275,382.07","0.01","10,275,382.07","353,925.00","29.03","Germany","Xetra","EUR"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","10,232,678.03","0.01","10,232,678.03","28,220.00","362.60","Switzerland","SIX Swiss Exchange","CHF"
"ELI","ELIA GROUP SA","Utilities","Equity","10,224,006.84","0.01","10,224,006.84","77,245.00","132.36","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","10,212,575.46","0.01","10,212,575.46","80,405.00","127.01","Canada","Toronto Stock Exchange","CAD"
"HOT","HOCHTIEF AG","Industrials","Equity","10,090,398.31","0.01","10,090,398.31","24,472.00","412.33","Germany","Xetra","EUR"
"G24","SCOUT24 N","Communication","Equity","10,069,825.87","0.01","10,069,825.87","100,585.00","100.11","Germany","Xetra","EUR"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","10,001,238.73","0.01","10,001,238.73","249,221.00","40.13","United States","NASDAQ","USD"
"BARN","BARRY CALLEBAUT AG","Consumer Staples","Equity","9,967,047.37","0.01","9,967,047.37","6,190.00","1,610.19","Switzerland","SIX Swiss Exchange","CHF"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","9,872,367.62","0.01","9,872,367.62","2,361,130.00","4.18","United Kingdom","London Stock Exchange","GBP"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","9,864,033.99","0.01","9,864,033.99","211,949.00","46.54","Sweden","Nasdaq Omx Nordic","SEK"
"AUTO","AUTO TRADER GROUP PLC","Communication","Equity","9,840,959.60","0.01","9,840,959.60","1,235,491.00","7.97","United Kingdom","London Stock Exchange","GBP"
"DIM","SARTORIUS STEDIM BIOTECH SA","Health Care","Equity","9,815,264.56","0.01","9,815,264.56","39,345.00","249.47","France","Nyse Euronext - Euronext Paris","EUR"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","9,764,215.73","0.01","9,764,215.73","6,483,223.00","1.51","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","9,636,763.26","0.01","9,636,763.26","1,438,000.00","6.70","Japan","Tokyo Stock Exchange","JPY"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","9,601,971.00","0.01","9,601,971.00","205,742.00","46.67","Sweden","Nasdaq Omx Nordic","SEK"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","9,581,004.43","0.01","9,581,004.43","412,441.00","23.23","United States","New York Stock Exchange Inc.","USD"
"8331","CHIBA BANK LTD","Financials","Equity","9,533,309.26","0.01","9,533,309.26","797,600.00","11.95","Japan","Tokyo Stock Exchange","JPY"
"2413","M3 INC","Health Care","Equity","9,468,256.53","0.01","9,468,256.53","693,000.00","13.66","Japan","Tokyo Stock Exchange","JPY"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","9,326,777.51","0.01","9,326,777.51","92,900.00","100.40","Japan","Tokyo Stock Exchange","JPY"
"SAP","SAPUTO INC","Consumer Staples","Equity","9,277,839.04","0.01","9,277,839.04","315,988.00","29.36","Canada","Toronto Stock Exchange","CAD"
"AVOL","AVOLTA AG","Consumer Discretionary","Equity","9,256,657.55","0.01","9,256,657.55","152,592.00","60.66","Switzerland","SIX Swiss Exchange","CHF"
"VER","VERBUND AG","Utilities","Equity","9,260,568.93","0.01","9,260,568.93","125,972.00","73.51","Austria","Wiener Boerse Ag","EUR"
"STERV","STORA ENSO CLASS R","Materials","Equity","9,228,685.01","0.01","9,228,685.01","738,839.00","12.49","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"SPX","SPIRAX GROUP PLC","Industrials","Equity","9,181,828.69","0.01","9,181,828.69","96,240.00","95.41","United Kingdom","London Stock Exchange","GBP"
"P911","DR ING HC F PORSCHE PRF AG","Consumer Discretionary","Equity","9,171,167.91","0.01","9,171,167.91","167,020.00","54.91","Germany","Xetra","EUR"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financials","Equity","9,094,916.12","0.01","9,094,916.12","207,457.00","43.84","Austria","Wiener Boerse Ag","EUR"
"IFT","INFRATIL LTD","Financials","Equity","9,078,114.06","0.01","9,078,114.06","1,406,414.00","6.45","New Zealand","New Zealand Exchange Ltd","NZD"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrials","Equity","9,045,595.30","0.01","9,045,595.30","1,847,716.00","4.90","New Zealand","New Zealand Exchange Ltd","NZD"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","9,035,706.15","0.01","9,035,706.15","322,568.00","28.01","Norway","Oslo Bors Asa","NOK"
"KESKOB","KESKO CLASS B","Consumer Staples","Equity","9,023,387.33","0.01","9,023,387.33","398,324.00","22.65","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"3064","MONOTARO LTD","Industrials","Equity","9,000,670.15","0.01","9,000,670.15","596,800.00","15.08","Japan","Tokyo Stock Exchange","JPY"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","8,982,725.19","0.01","8,982,725.19","354,567.00","25.33","Australia","Asx - All Markets","AUD"
"ELISA","ELISA","Communication","Equity","8,929,202.04","0.01","8,929,202.04","206,640.00","43.21","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"EVD","CTS EVENTIM AG","Communication","Equity","8,885,138.76","0.01","8,885,138.76","96,250.00","92.31","Germany","Xetra","EUR"
"ASX","ASX LTD","Financials","Equity","8,817,153.10","0.01","8,817,153.10","251,906.00","35.00","Australia","Asx - All Markets","AUD"
"9CI","CAPITALAND INVESTMENT LTD","Real Estate","Equity","8,810,974.51","0.01","8,810,974.51","3,923,780.00","2.25","Singapore","Singapore Exchange","SGD"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","8,684,557.38","0.01","8,684,557.38","1,004,981.00","8.64","United Kingdom","London Stock Exchange","GBP"
"5201","AGC INC","Industrials","Equity","8,692,427.71","0.01","8,692,427.71","256,412.00","33.90","Japan","Tokyo Stock Exchange","JPY"
"UHR","THE SWATCH GROUP AG","Consumer Discretionary","Equity","8,662,899.08","0.01","8,662,899.08","39,344.00","220.18","Switzerland","SIX Swiss Exchange","CHF"
"VCX","VICINITY CENTRES","Real Estate","Equity","8,600,260.89","0.01","8,600,260.89","4,913,250.00","1.75","Australia","Asx - All Markets","AUD"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","8,509,254.53","0.01","8,509,254.53","147,433.00","57.72","Italy","Borsa Italiana","EUR"
"T","TELUS CORP","Communication","Equity","8,467,618.62","0.01","8,467,618.62","632,975.00","13.38","Canada","Toronto Stock Exchange","CAD"
"8136","SANRIO LTD","Consumer Discretionary","Equity","8,464,144.42","0.01","8,464,144.42","261,400.00","32.38","Japan","Tokyo Stock Exchange","JPY"
"9107","KAWASAKI KISEN LTD","Industrials","Equity","8,422,769.91","0.01","8,422,769.91","582,200.00","14.47","Japan","Tokyo Stock Exchange","JPY"
"EDEN","EDENRED","Financials","Equity","8,369,349.88","0.01","8,369,349.88","386,327.00","21.66","France","Nyse Euronext - Euronext Paris","EUR"
"TIT","TELECOM ITALIA","Communication","Equity","8,345,929.81","0.01","8,345,929.81","13,331,028.00","0.63","Italy","Borsa Italiana","EUR"
"DCC","DCC PLC","Industrials","Equity","8,347,677.08","0.01","8,347,677.08","139,924.00","59.66","United Kingdom","London Stock Exchange","GBP"
"TUB","FINANCIERE DE TUBIZE SA","Health Care","Equity","8,263,916.80","0.01","8,263,916.80","31,551.00","261.92","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Equity","8,222,811.53","0.01","8,222,811.53","826,986.00","9.94","United Kingdom","London Stock Exchange","GBP"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","8,113,616.89","0.01","8,113,616.89","509,173.00","15.93","Sweden","Nasdaq Omx Nordic","SEK"
"9005","TOKYU CORP","Industrials","Equity","8,100,062.73","0.01","8,100,062.73","693,491.00","11.68","Japan","Tokyo Stock Exchange","JPY"
"ANA","ACCIONA SA","Utilities","Equity","8,100,877.03","0.01","8,100,877.03","36,339.00","222.93","Spain","Bolsa De Madrid","EUR"
"BMED","BANCA MEDIOLANUM","Financials","Equity","8,082,677.72","0.01","8,082,677.72","352,630.00","22.92","Italy","Borsa Italiana","EUR"
"SAGA B","SAGAX CLASS B","Real Estate","Equity","8,073,741.40","0.01","8,073,741.40","368,819.00","21.89","Sweden","Nasdaq Omx Nordic","SEK"
